time,strain,signal_type,experiment_type,signal_value
17.5,HXT4_GFP_std1_delta,cy5,hat_glucose_0p2_percent,881.09045285
17.5,HXT4_GFP_std1_delta,fluorescence,hat_glucose_0p2_percent,0.171239297
17.5,HXT4_GFP_std1_delta,fluorescence_sem,hat_glucose_0p2_percent,0.05475087672
17.5,HXT4_GFP_std1_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
17.5,HXT4_GFP_std1_delta,processed_cy5,hat_glucose_0p2_percent,618.1817898500001
17.58333333,HXT4_GFP,cy5,hat_glucose_0p2_percent,964.600714425
17.58333333,HXT4_GFP,fluorescence,hat_glucose_0p2_percent,0.876965866625
17.58333333,HXT4_GFP,fluorescence_sem,hat_glucose_0p2_percent,0.1158055571875
17.58333333,HXT4_GFP,glucose_proxy,hat_glucose_0p2_percent,0.0
17.58333333,HXT4_GFP,processed_cy5,hat_glucose_0p2_percent,737.5309263
17.58333333,HXT4_GFP_mig1_delta,cy5,hat_glucose_0p2_percent,1082.733246
17.58333333,HXT4_GFP_mig1_delta,fluorescence,hat_glucose_0p2_percent,1.8661332489999998
17.58333333,HXT4_GFP_mig1_delta,fluorescence_sem,hat_glucose_0p2_percent,0.177204646
17.58333333,HXT4_GFP_mig1_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
17.58333333,HXT4_GFP_mig1_delta,processed_cy5,hat_glucose_0p2_percent,879.7093518500001
17.58333333,HXT4_GFP_rgt2_delta,cy5,hat_glucose_0p2_percent,1124.190909
17.58333333,HXT4_GFP_rgt2_delta,fluorescence,hat_glucose_0p2_percent,0.2730871332
17.58333333,HXT4_GFP_rgt2_delta,fluorescence_sem,hat_glucose_0p2_percent,0.0853116424
17.58333333,HXT4_GFP_rgt2_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
17.58333333,HXT4_GFP_rgt2_delta,processed_cy5,hat_glucose_0p2_percent,784.305137825
17.58333333,HXT4_GFP_snf3_delta,cy5,hat_glucose_0p2_percent,872.2111590500001
17.58333333,HXT4_GFP_snf3_delta,fluorescence,hat_glucose_0p2_percent,0.18718511763
17.58333333,HXT4_GFP_snf3_delta,fluorescence_sem,hat_glucose_0p2_percent,0.062577177825
17.58333333,HXT4_GFP_snf3_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
17.58333333,HXT4_GFP_snf3_delta,processed_cy5,hat_glucose_0p2_percent,616.6226679250001
17.58333333,HXT4_GFP_std1_delta,cy5,hat_glucose_0p2_percent,880.46832675
17.58333333,HXT4_GFP_std1_delta,fluorescence,hat_glucose_0p2_percent,0.1580165523
17.58333333,HXT4_GFP_std1_delta,fluorescence_sem,hat_glucose_0p2_percent,0.054667076825
17.58333333,HXT4_GFP_std1_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
17.58333333,HXT4_GFP_std1_delta,processed_cy5,hat_glucose_0p2_percent,618.1817898500001
17.66666667,HXT4_GFP,cy5,hat_glucose_0p2_percent,962.9254921
17.66666667,HXT4_GFP,fluorescence,hat_glucose_0p2_percent,0.8698243514499999
17.66666667,HXT4_GFP,fluorescence_sem,hat_glucose_0p2_percent,0.11545074298250001
17.66666667,HXT4_GFP,glucose_proxy,hat_glucose_0p2_percent,0.0
17.66666667,HXT4_GFP,processed_cy5,hat_glucose_0p2_percent,737.5309263
17.66666667,HXT4_GFP_mig1_delta,cy5,hat_glucose_0p2_percent,1079.357046
17.66666667,HXT4_GFP_mig1_delta,fluorescence,hat_glucose_0p2_percent,1.8328770575
17.66666667,HXT4_GFP_mig1_delta,fluorescence_sem,hat_glucose_0p2_percent,0.1730680833
17.66666667,HXT4_GFP_mig1_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
17.66666667,HXT4_GFP_mig1_delta,processed_cy5,hat_glucose_0p2_percent,879.7093518500001
17.66666667,HXT4_GFP_rgt2_delta,cy5,hat_glucose_0p2_percent,1117.863636
17.66666667,HXT4_GFP_rgt2_delta,fluorescence,hat_glucose_0p2_percent,0.2370405145
17.66666667,HXT4_GFP_rgt2_delta,fluorescence_sem,hat_glucose_0p2_percent,0.08578175445
17.66666667,HXT4_GFP_rgt2_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
17.66666667,HXT4_GFP_rgt2_delta,processed_cy5,hat_glucose_0p2_percent,784.305137825
17.66666667,HXT4_GFP_snf3_delta,cy5,hat_glucose_0p2_percent,869.9383856500001
17.66666667,HXT4_GFP_snf3_delta,fluorescence,hat_glucose_0p2_percent,0.17671089845
17.66666667,HXT4_GFP_snf3_delta,fluorescence_sem,hat_glucose_0p2_percent,0.063264625225
17.66666667,HXT4_GFP_snf3_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
17.66666667,HXT4_GFP_snf3_delta,processed_cy5,hat_glucose_0p2_percent,616.6226679250001
17.66666667,HXT4_GFP_std1_delta,cy5,hat_glucose_0p2_percent,875.3647819
17.66666667,HXT4_GFP_std1_delta,fluorescence,hat_glucose_0p2_percent,0.1563239713
17.66666667,HXT4_GFP_std1_delta,fluorescence_sem,hat_glucose_0p2_percent,0.055627451669999994
17.66666667,HXT4_GFP_std1_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
17.66666667,HXT4_GFP_std1_delta,processed_cy5,hat_glucose_0p2_percent,618.1817898500001
17.75,HXT4_GFP,cy5,hat_glucose_0p2_percent,958.0165282
17.75,HXT4_GFP,fluorescence,hat_glucose_0p2_percent,0.8366686782
17.75,HXT4_GFP,fluorescence_sem,hat_glucose_0p2_percent,0.108414195455
17.75,HXT4_GFP,glucose_proxy,hat_glucose_0p2_percent,0.0
17.75,HXT4_GFP,processed_cy5,hat_glucose_0p2_percent,737.5309263
17.75,HXT4_GFP_mig1_delta,cy5,hat_glucose_0p2_percent,1078.2818875
17.75,HXT4_GFP_mig1_delta,fluorescence,hat_glucose_0p2_percent,1.7896773344999999
17.75,HXT4_GFP_mig1_delta,fluorescence_sem,hat_glucose_0p2_percent,0.16963785955
17.75,HXT4_GFP_mig1_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
17.75,HXT4_GFP_mig1_delta,processed_cy5,hat_glucose_0p2_percent,879.7093518500001
17.75,HXT4_GFP_rgt2_delta,cy5,hat_glucose_0p2_percent,1112.590909
17.75,HXT4_GFP_rgt2_delta,fluorescence,hat_glucose_0p2_percent,0.2581707329
17.75,HXT4_GFP_rgt2_delta,fluorescence_sem,hat_glucose_0p2_percent,0.08933802003
17.75,HXT4_GFP_rgt2_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
17.75,HXT4_GFP_rgt2_delta,processed_cy5,hat_glucose_0p2_percent,784.305137825
17.75,HXT4_GFP_snf3_delta,cy5,hat_glucose_0p2_percent,865.6305670500001
17.75,HXT4_GFP_snf3_delta,fluorescence,hat_glucose_0p2_percent,0.16146159465
17.75,HXT4_GFP_snf3_delta,fluorescence_sem,hat_glucose_0p2_percent,0.06215193326
17.75,HXT4_GFP_snf3_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
17.75,HXT4_GFP_snf3_delta,processed_cy5,hat_glucose_0p2_percent,616.6226679250001
17.75,HXT4_GFP_std1_delta,cy5,hat_glucose_0p2_percent,874.5184492000001
17.75,HXT4_GFP_std1_delta,fluorescence,hat_glucose_0p2_percent,0.13838088675
17.75,HXT4_GFP_std1_delta,fluorescence_sem,hat_glucose_0p2_percent,0.05486576930999999
17.75,HXT4_GFP_std1_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
17.75,HXT4_GFP_std1_delta,processed_cy5,hat_glucose_0p2_percent,618.1817898500001
17.83333333,HXT4_GFP,cy5,hat_glucose_0p2_percent,956.35744785
17.83333333,HXT4_GFP,fluorescence,hat_glucose_0p2_percent,0.833365791775
17.83333333,HXT4_GFP,fluorescence_sem,hat_glucose_0p2_percent,0.10932914744
17.83333333,HXT4_GFP,glucose_proxy,hat_glucose_0p2_percent,0.0
17.83333333,HXT4_GFP,processed_cy5,hat_glucose_0p2_percent,737.5309263
17.83333333,HXT4_GFP_mig1_delta,cy5,hat_glucose_0p2_percent,1073.448307
17.83333333,HXT4_GFP_mig1_delta,fluorescence,hat_glucose_0p2_percent,1.7581575345
17.83333333,HXT4_GFP_mig1_delta,fluorescence_sem,hat_glucose_0p2_percent,0.16774715155
17.83333333,HXT4_GFP_mig1_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
17.83333333,HXT4_GFP_mig1_delta,processed_cy5,hat_glucose_0p2_percent,879.7093518500001
17.83333333,HXT4_GFP_rgt2_delta,cy5,hat_glucose_0p2_percent,1107.863636
17.83333333,HXT4_GFP_rgt2_delta,fluorescence,hat_glucose_0p2_percent,0.2269890995
17.83333333,HXT4_GFP_rgt2_delta,fluorescence_sem,hat_glucose_0p2_percent,0.09169738329
17.83333333,HXT4_GFP_rgt2_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
17.83333333,HXT4_GFP_rgt2_delta,processed_cy5,hat_glucose_0p2_percent,784.305137825
17.83333333,HXT4_GFP_snf3_delta,cy5,hat_glucose_0p2_percent,864.5183451
17.83333333,HXT4_GFP_snf3_delta,fluorescence,hat_glucose_0p2_percent,0.16295668984
17.83333333,HXT4_GFP_snf3_delta,fluorescence_sem,hat_glucose_0p2_percent,0.06356333098
17.83333333,HXT4_GFP_snf3_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
17.83333333,HXT4_GFP_snf3_delta,processed_cy5,hat_glucose_0p2_percent,616.6226679250001
17.83333333,HXT4_GFP_std1_delta,cy5,hat_glucose_0p2_percent,872.17961065
17.83333333,HXT4_GFP_std1_delta,fluorescence,hat_glucose_0p2_percent,0.14364802177
17.83333333,HXT4_GFP_std1_delta,fluorescence_sem,hat_glucose_0p2_percent,0.053168054305000004
17.83333333,HXT4_GFP_std1_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
17.83333333,HXT4_GFP_std1_delta,processed_cy5,hat_glucose_0p2_percent,618.1817898500001
17.91666667,HXT4_GFP,cy5,hat_glucose_0p2_percent,953.6041450999999
17.91666667,HXT4_GFP,fluorescence,hat_glucose_0p2_percent,0.8138146694
17.91666667,HXT4_GFP,fluorescence_sem,hat_glucose_0p2_percent,0.110077596595
17.91666667,HXT4_GFP,glucose_proxy,hat_glucose_0p2_percent,0.0
17.91666667,HXT4_GFP,processed_cy5,hat_glucose_0p2_percent,737.5309263
17.91666667,HXT4_GFP_mig1_delta,cy5,hat_glucose_0p2_percent,1067.6254345000002
17.91666667,HXT4_GFP_mig1_delta,fluorescence,hat_glucose_0p2_percent,1.7598624740000002
17.91666667,HXT4_GFP_mig1_delta,fluorescence_sem,hat_glucose_0p2_percent,0.17067303995
17.91666667,HXT4_GFP_mig1_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
17.91666667,HXT4_GFP_mig1_delta,processed_cy5,hat_glucose_0p2_percent,879.7093518500001
17.91666667,HXT4_GFP_rgt2_delta,cy5,hat_glucose_0p2_percent,1105.185185
17.91666667,HXT4_GFP_rgt2_delta,fluorescence,hat_glucose_0p2_percent,0.180488444
17.91666667,HXT4_GFP_rgt2_delta,fluorescence_sem,hat_glucose_0p2_percent,0.09417099734
17.91666667,HXT4_GFP_rgt2_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
17.91666667,HXT4_GFP_rgt2_delta,processed_cy5,hat_glucose_0p2_percent,784.305137825
17.91666667,HXT4_GFP_snf3_delta,cy5,hat_glucose_0p2_percent,863.9326923
17.91666667,HXT4_GFP_snf3_delta,fluorescence,hat_glucose_0p2_percent,0.16171033555
17.91666667,HXT4_GFP_snf3_delta,fluorescence_sem,hat_glucose_0p2_percent,0.06377306164499999
17.91666667,HXT4_GFP_snf3_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
17.91666667,HXT4_GFP_snf3_delta,processed_cy5,hat_glucose_0p2_percent,616.6226679250001
17.91666667,HXT4_GFP_std1_delta,cy5,hat_glucose_0p2_percent,871.1608853
17.91666667,HXT4_GFP_std1_delta,fluorescence,hat_glucose_0p2_percent,0.127470882575
17.91666667,HXT4_GFP_std1_delta,fluorescence_sem,hat_glucose_0p2_percent,0.052925862500000004
17.91666667,HXT4_GFP_std1_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
17.91666667,HXT4_GFP_std1_delta,processed_cy5,hat_glucose_0p2_percent,618.1817898500001
18.0,HXT4_GFP,cy5,hat_glucose_0p2_percent,951.74518225
18.0,HXT4_GFP,fluorescence,hat_glucose_0p2_percent,0.8198591861
18.0,HXT4_GFP,fluorescence_sem,hat_glucose_0p2_percent,0.109651727115
18.0,HXT4_GFP,glucose_proxy,hat_glucose_0p2_percent,0.0
18.0,HXT4_GFP,processed_cy5,hat_glucose_0p2_percent,737.5309263
18.0,HXT4_GFP_mig1_delta,cy5,hat_glucose_0p2_percent,1066.264236
18.0,HXT4_GFP_mig1_delta,fluorescence,hat_glucose_0p2_percent,1.7568493715
18.0,HXT4_GFP_mig1_delta,fluorescence_sem,hat_glucose_0p2_percent,0.1711377173
18.0,HXT4_GFP_mig1_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
18.0,HXT4_GFP_mig1_delta,processed_cy5,hat_glucose_0p2_percent,879.7093518500001
18.0,HXT4_GFP_rgt2_delta,cy5,hat_glucose_0p2_percent,1101.694444
18.0,HXT4_GFP_rgt2_delta,fluorescence,hat_glucose_0p2_percent,0.2453080896
18.0,HXT4_GFP_rgt2_delta,fluorescence_sem,hat_glucose_0p2_percent,0.09428081547
18.0,HXT4_GFP_rgt2_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
18.0,HXT4_GFP_rgt2_delta,processed_cy5,hat_glucose_0p2_percent,784.305137825
18.0,HXT4_GFP_snf3_delta,cy5,hat_glucose_0p2_percent,860.6377786
18.0,HXT4_GFP_snf3_delta,fluorescence,hat_glucose_0p2_percent,0.191828800165
18.0,HXT4_GFP_snf3_delta,fluorescence_sem,hat_glucose_0p2_percent,0.0656949491
18.0,HXT4_GFP_snf3_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
18.0,HXT4_GFP_snf3_delta,processed_cy5,hat_glucose_0p2_percent,616.6226679250001
18.0,HXT4_GFP_std1_delta,cy5,hat_glucose_0p2_percent,869.48537345
18.0,HXT4_GFP_std1_delta,fluorescence,hat_glucose_0p2_percent,0.14633737284999998
18.0,HXT4_GFP_std1_delta,fluorescence_sem,hat_glucose_0p2_percent,0.0517308199
18.0,HXT4_GFP_std1_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
18.0,HXT4_GFP_std1_delta,processed_cy5,hat_glucose_0p2_percent,618.1817898500001
18.08333333,HXT4_GFP,cy5,hat_glucose_0p2_percent,953.848539925
18.08333333,HXT4_GFP,fluorescence,hat_glucose_0p2_percent,0.79051941605
18.08333333,HXT4_GFP,fluorescence_sem,hat_glucose_0p2_percent,0.1062269646925
18.08333333,HXT4_GFP,glucose_proxy,hat_glucose_0p2_percent,0.0
18.08333333,HXT4_GFP,processed_cy5,hat_glucose_0p2_percent,737.5309263
18.08333333,HXT4_GFP_mig1_delta,cy5,hat_glucose_0p2_percent,1069.8402489999999
18.08333333,HXT4_GFP_mig1_delta,fluorescence,hat_glucose_0p2_percent,1.7168274835000001
18.08333333,HXT4_GFP_mig1_delta,fluorescence_sem,hat_glucose_0p2_percent,0.16839828350000002
18.08333333,HXT4_GFP_mig1_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
18.08333333,HXT4_GFP_mig1_delta,processed_cy5,hat_glucose_0p2_percent,879.7093518500001
18.08333333,HXT4_GFP_rgt2_delta,cy5,hat_glucose_0p2_percent,1099.296296
18.08333333,HXT4_GFP_rgt2_delta,fluorescence,hat_glucose_0p2_percent,0.249096714
18.08333333,HXT4_GFP_rgt2_delta,fluorescence_sem,hat_glucose_0p2_percent,0.09705530899
18.08333333,HXT4_GFP_rgt2_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
18.08333333,HXT4_GFP_rgt2_delta,processed_cy5,hat_glucose_0p2_percent,784.305137825
18.08333333,HXT4_GFP_snf3_delta,cy5,hat_glucose_0p2_percent,858.68734025
18.08333333,HXT4_GFP_snf3_delta,fluorescence,hat_glucose_0p2_percent,0.1441733531
18.08333333,HXT4_GFP_snf3_delta,fluorescence_sem,hat_glucose_0p2_percent,0.060301238395
18.08333333,HXT4_GFP_snf3_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
18.08333333,HXT4_GFP_snf3_delta,processed_cy5,hat_glucose_0p2_percent,616.6226679250001
18.08333333,HXT4_GFP_std1_delta,cy5,hat_glucose_0p2_percent,867.0661774
18.08333333,HXT4_GFP_std1_delta,fluorescence,hat_glucose_0p2_percent,0.13492149355
18.08333333,HXT4_GFP_std1_delta,fluorescence_sem,hat_glucose_0p2_percent,0.053732543925
18.08333333,HXT4_GFP_std1_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
18.08333333,HXT4_GFP_std1_delta,processed_cy5,hat_glucose_0p2_percent,618.1817898500001
18.16666667,HXT4_GFP,cy5,hat_glucose_0p2_percent,949.094187325
18.16666667,HXT4_GFP,fluorescence,hat_glucose_0p2_percent,0.7809013740999999
18.16666667,HXT4_GFP,fluorescence_sem,hat_glucose_0p2_percent,0.10567584503
18.16666667,HXT4_GFP,glucose_proxy,hat_glucose_0p2_percent,0.0
18.16666667,HXT4_GFP,processed_cy5,hat_glucose_0p2_percent,737.5309263
18.16666667,HXT4_GFP_mig1_delta,cy5,hat_glucose_0p2_percent,1065.0737705000001
18.16666667,HXT4_GFP_mig1_delta,fluorescence,hat_glucose_0p2_percent,1.6767704615
18.16666667,HXT4_GFP_mig1_delta,fluorescence_sem,hat_glucose_0p2_percent,0.16890311895
18.16666667,HXT4_GFP_mig1_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
18.16666667,HXT4_GFP_mig1_delta,processed_cy5,hat_glucose_0p2_percent,879.7093518500001
18.16666667,HXT4_GFP_rgt2_delta,cy5,hat_glucose_0p2_percent,1092.083333
18.16666667,HXT4_GFP_rgt2_delta,fluorescence,hat_glucose_0p2_percent,0.2088102861
18.16666667,HXT4_GFP_rgt2_delta,fluorescence_sem,hat_glucose_0p2_percent,0.09437344426
18.16666667,HXT4_GFP_rgt2_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
18.16666667,HXT4_GFP_rgt2_delta,processed_cy5,hat_glucose_0p2_percent,784.305137825
18.16666667,HXT4_GFP_snf3_delta,cy5,hat_glucose_0p2_percent,856.0314258999999
18.16666667,HXT4_GFP_snf3_delta,fluorescence,hat_glucose_0p2_percent,0.1595712277
18.16666667,HXT4_GFP_snf3_delta,fluorescence_sem,hat_glucose_0p2_percent,0.06208585898
18.16666667,HXT4_GFP_snf3_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
18.16666667,HXT4_GFP_snf3_delta,processed_cy5,hat_glucose_0p2_percent,616.6226679250001
18.16666667,HXT4_GFP_std1_delta,cy5,hat_glucose_0p2_percent,865.4675411
18.16666667,HXT4_GFP_std1_delta,fluorescence,hat_glucose_0p2_percent,0.11851100767
18.16666667,HXT4_GFP_std1_delta,fluorescence_sem,hat_glucose_0p2_percent,0.051513290370000006
18.16666667,HXT4_GFP_std1_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
18.16666667,HXT4_GFP_std1_delta,processed_cy5,hat_glucose_0p2_percent,618.1817898500001
18.25,HXT4_GFP,cy5,hat_glucose_0p2_percent,944.6493132999999
18.25,HXT4_GFP,fluorescence,hat_glucose_0p2_percent,0.783344956075
18.25,HXT4_GFP,fluorescence_sem,hat_glucose_0p2_percent,0.10378240359999999
18.25,HXT4_GFP,glucose_proxy,hat_glucose_0p2_percent,0.0
18.25,HXT4_GFP,processed_cy5,hat_glucose_0p2_percent,737.5309263
18.25,HXT4_GFP_mig1_delta,cy5,hat_glucose_0p2_percent,1059.8943975
18.25,HXT4_GFP_mig1_delta,fluorescence,hat_glucose_0p2_percent,1.67781632
18.25,HXT4_GFP_mig1_delta,fluorescence_sem,hat_glucose_0p2_percent,0.16730553274999999
18.25,HXT4_GFP_mig1_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
18.25,HXT4_GFP_mig1_delta,processed_cy5,hat_glucose_0p2_percent,879.7093518500001
18.25,HXT4_GFP_rgt2_delta,cy5,hat_glucose_0p2_percent,1089.222222
18.25,HXT4_GFP_rgt2_delta,fluorescence,hat_glucose_0p2_percent,0.2353373413
18.25,HXT4_GFP_rgt2_delta,fluorescence_sem,hat_glucose_0p2_percent,0.09655174905
18.25,HXT4_GFP_rgt2_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
18.25,HXT4_GFP_rgt2_delta,processed_cy5,hat_glucose_0p2_percent,784.305137825
18.25,HXT4_GFP_snf3_delta,cy5,hat_glucose_0p2_percent,854.4601395499999
18.25,HXT4_GFP_snf3_delta,fluorescence,hat_glucose_0p2_percent,0.1508397684
18.25,HXT4_GFP_snf3_delta,fluorescence_sem,hat_glucose_0p2_percent,0.061123172855
18.25,HXT4_GFP_snf3_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
18.25,HXT4_GFP_snf3_delta,processed_cy5,hat_glucose_0p2_percent,616.6226679250001
18.25,HXT4_GFP_std1_delta,cy5,hat_glucose_0p2_percent,863.28705595
18.25,HXT4_GFP_std1_delta,fluorescence,hat_glucose_0p2_percent,0.110883097215
18.25,HXT4_GFP_std1_delta,fluorescence_sem,hat_glucose_0p2_percent,0.052659570155
18.25,HXT4_GFP_std1_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
18.25,HXT4_GFP_std1_delta,processed_cy5,hat_glucose_0p2_percent,618.1817898500001
18.33333333,HXT4_GFP,cy5,hat_glucose_0p2_percent,942.0097848500001
18.33333333,HXT4_GFP,fluorescence,hat_glucose_0p2_percent,0.7666620133
18.33333333,HXT4_GFP,fluorescence_sem,hat_glucose_0p2_percent,0.1044654292925
18.33333333,HXT4_GFP,glucose_proxy,hat_glucose_0p2_percent,0.0
18.33333333,HXT4_GFP,processed_cy5,hat_glucose_0p2_percent,737.5309263
18.33333333,HXT4_GFP_mig1_delta,cy5,hat_glucose_0p2_percent,1054.4014535000001
18.33333333,HXT4_GFP_mig1_delta,fluorescence,hat_glucose_0p2_percent,1.636609634
18.33333333,HXT4_GFP_mig1_delta,fluorescence_sem,hat_glucose_0p2_percent,0.15927180964999998
18.33333333,HXT4_GFP_mig1_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
18.33333333,HXT4_GFP_mig1_delta,processed_cy5,hat_glucose_0p2_percent,879.7093518500001
18.33333333,HXT4_GFP_rgt2_delta,cy5,hat_glucose_0p2_percent,1084.703704
18.33333333,HXT4_GFP_rgt2_delta,fluorescence,hat_glucose_0p2_percent,0.2398640398
18.33333333,HXT4_GFP_rgt2_delta,fluorescence_sem,hat_glucose_0p2_percent,0.09236734249
18.33333333,HXT4_GFP_rgt2_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
18.33333333,HXT4_GFP_rgt2_delta,processed_cy5,hat_glucose_0p2_percent,784.305137825
18.33333333,HXT4_GFP_snf3_delta,cy5,hat_glucose_0p2_percent,850.30005135
18.33333333,HXT4_GFP_snf3_delta,fluorescence,hat_glucose_0p2_percent,0.15485869745
18.33333333,HXT4_GFP_snf3_delta,fluorescence_sem,hat_glucose_0p2_percent,0.061830087515
18.33333333,HXT4_GFP_snf3_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
18.33333333,HXT4_GFP_snf3_delta,processed_cy5,hat_glucose_0p2_percent,616.6226679250001
18.33333333,HXT4_GFP_std1_delta,cy5,hat_glucose_0p2_percent,860.50628975
18.33333333,HXT4_GFP_std1_delta,fluorescence,hat_glucose_0p2_percent,0.10990549992000001
18.33333333,HXT4_GFP_std1_delta,fluorescence_sem,hat_glucose_0p2_percent,0.05258822253
18.33333333,HXT4_GFP_std1_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
18.33333333,HXT4_GFP_std1_delta,processed_cy5,hat_glucose_0p2_percent,618.1817898500001
18.41666667,HXT4_GFP,cy5,hat_glucose_0p2_percent,938.536240775
18.41666667,HXT4_GFP,fluorescence,hat_glucose_0p2_percent,0.7648919472
18.41666667,HXT4_GFP,fluorescence_sem,hat_glucose_0p2_percent,0.101591707295
18.41666667,HXT4_GFP,glucose_proxy,hat_glucose_0p2_percent,0.0
18.41666667,HXT4_GFP,processed_cy5,hat_glucose_0p2_percent,737.5309263
18.41666667,HXT4_GFP_mig1_delta,cy5,hat_glucose_0p2_percent,1050.3834915
18.41666667,HXT4_GFP_mig1_delta,fluorescence,hat_glucose_0p2_percent,1.640119092
18.41666667,HXT4_GFP_mig1_delta,fluorescence_sem,hat_glucose_0p2_percent,0.159604513
18.41666667,HXT4_GFP_mig1_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
18.41666667,HXT4_GFP_mig1_delta,processed_cy5,hat_glucose_0p2_percent,879.7093518500001
18.41666667,HXT4_GFP_rgt2_delta,cy5,hat_glucose_0p2_percent,1075.537736
18.41666667,HXT4_GFP_rgt2_delta,fluorescence,hat_glucose_0p2_percent,0.1938718565
18.41666667,HXT4_GFP_rgt2_delta,fluorescence_sem,hat_glucose_0p2_percent,0.09202244854
18.41666667,HXT4_GFP_rgt2_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
18.41666667,HXT4_GFP_rgt2_delta,processed_cy5,hat_glucose_0p2_percent,784.305137825
18.41666667,HXT4_GFP_snf3_delta,cy5,hat_glucose_0p2_percent,849.0699175
18.41666667,HXT4_GFP_snf3_delta,fluorescence,hat_glucose_0p2_percent,0.14414701545
18.41666667,HXT4_GFP_snf3_delta,fluorescence_sem,hat_glucose_0p2_percent,0.060440950385
18.41666667,HXT4_GFP_snf3_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
18.41666667,HXT4_GFP_snf3_delta,processed_cy5,hat_glucose_0p2_percent,616.6226679250001
18.41666667,HXT4_GFP_std1_delta,cy5,hat_glucose_0p2_percent,853.3571038499999
18.41666667,HXT4_GFP_std1_delta,fluorescence,hat_glucose_0p2_percent,0.11896802578000001
18.41666667,HXT4_GFP_std1_delta,fluorescence_sem,hat_glucose_0p2_percent,0.05210988023
18.41666667,HXT4_GFP_std1_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
18.41666667,HXT4_GFP_std1_delta,processed_cy5,hat_glucose_0p2_percent,618.1817898500001
18.5,HXT4_GFP,cy5,hat_glucose_0p2_percent,934.052668175
18.5,HXT4_GFP,fluorescence,hat_glucose_0p2_percent,0.7531697559
18.5,HXT4_GFP,fluorescence_sem,hat_glucose_0p2_percent,0.10305200988749999
18.5,HXT4_GFP,glucose_proxy,hat_glucose_0p2_percent,0.0
18.5,HXT4_GFP,processed_cy5,hat_glucose_0p2_percent,737.5309263
18.5,HXT4_GFP_mig1_delta,cy5,hat_glucose_0p2_percent,1046.1009225
18.5,HXT4_GFP_mig1_delta,fluorescence,hat_glucose_0p2_percent,1.5945100595000001
18.5,HXT4_GFP_mig1_delta,fluorescence_sem,hat_glucose_0p2_percent,0.15549395175
18.5,HXT4_GFP_mig1_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
18.5,HXT4_GFP_mig1_delta,processed_cy5,hat_glucose_0p2_percent,879.7093518500001
18.5,HXT4_GFP_rgt2_delta,cy5,hat_glucose_0p2_percent,1067.622642
18.5,HXT4_GFP_rgt2_delta,fluorescence,hat_glucose_0p2_percent,0.1985189419
18.5,HXT4_GFP_rgt2_delta,fluorescence_sem,hat_glucose_0p2_percent,0.09626681911
18.5,HXT4_GFP_rgt2_delta,glucose_proxy,hat_glucose_0p2_percent,0.0
18.5,HXT4_GFP_rgt2_delta,processed_cy5,hat_glucose_0p2_percent,784.305137825
18.5,HXT4_GFP_snf3_delta,cy5,hat_glucose_0p2_percent,845.10655305
