,k3,thk,ksnf1,ksnf1std1,nsnf1,nsnf2,dmth1,nmth1snf3,nmth1rgt2,thsnf3,dmth1rgt2,thmth1,kmth1mig1,nmth1mig1,kmth1mig2,nmth1mig2,thstd1,istd1,nstd1,nstd3,thrgt2,imig1,kmig1snf1,theta2,dmig2,kmig2std1,nmig2std1,kmig2mth1,nmig2mth1,dhxt4,dhxt4max,kdhxt4,ndhxt4,shxt4,khxt4mth1,nhxt4mth1,khxt4std1,nhxt4std1,khxt4mig1,khxt4mig2,nhxt4mig1,nhxt4mig2,estd1max3,ell,thmig2,smig2,kdmig2,mdmig2,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21
dmth1rgt2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014645811015904144,-0.014392374038504836,-0.014184134784505894,-0.014363722374971653,-0.014200579047938307,-0.014074930013746594,-0.01389894307369279,-0.014320242545793015,-0.01405198273781114,-0.014168791201430319,-0.012873396743781504,-0.014222565056926486,-0.014209897309198274,-0.01356049310101309,-0.012357371235286527,-0.014300310179759312,-0.01438963596706672,-0.014704637676812902,-0.015163902778277942,-0.014360989794080238,-0.014209898709033338,-0.014209898709033336,-0.013230772751405388,-0.013947750886102426,-0.01445889397189784,-0.01434595701721716,-0.014623020227222927,-0.014328231291442159,-0.014883723757219837,-0.013964404255325406,-0.014047714884414253,-0.014680158383712057,-0.013662144248632649,-0.012046332203207765,-0.014533769955379748,-0.014516689484731173,-0.013950255794133521,-0.014176400785858601,-0.014262404455453558,-0.014117456242197313,-0.014209898673486116,-0.014210251495740992,-0.014209859297723422,-0.014365961349325778,-0.014123863485135014,-0.014364759444045735,-0.014321518696554004,-0.014160744534246417,-0.01418869425936683,-0.014252768599716923,-0.014239228144773974,-0.014219653921631315,-0.014244270721919229,-0.014245135507139222,-0.014145924183101038,-0.014207511059881087,-0.014181296000897918,-0.014215216698345851
thmth1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0065377441866101005,-0.00657847203664774,-0.006737674331501253,-0.006687614983144434,-0.006659617948058173,-0.006728997314453998,-0.006595802134735214,-0.006534716682747077,-0.006632114291035278,-0.005453897419571315,-0.006534704107473502,-0.0066640797685965794,-0.006592083325354648,-0.0068042917180468985,-0.006698368678928785,-0.006766063042214451,-0.007493459485718555,-0.007019758194578688,-0.006755273500439537,-0.006664079783810551,-0.00666407978381055,-0.006284884241825669,-0.006835115659241545,-0.006804946837334486,-0.006796611019768509,-0.006688896942676825,-0.006496542343525897,-0.006867582630238991,-0.00676047640546457,-0.006882525153903202,-0.007206989418200238,-0.006812009143454714,-0.005709018936958267,-0.006947468075720094,-0.007087938457479011,-0.0066982494039329295,-0.006666930994923373,-0.006710975781935084,-0.0066682308224091874,-0.006664079794293021,-0.006664569061991185,-0.006664138824062243,-0.006691943471086126,-0.006765897186529944,-0.006699310809652857,-0.006689519357881999,-0.00674276671986296,-0.006631340637368595,-0.006679997255997906,-0.006735893354437284,-0.0066731315800732435,-0.0066609593387191145,-0.006648456335567225,-0.006612076587391777,-0.006628810111852431,-0.006774114836195012,-0.0066740456391045965
kmth1mig1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038405056641910014,0.0036660986383159084,0.003705724322528135,0.004147506710593265,0.003519276646909894,0.0038516540313768936,0.0036959245859706467,0.0035043637852767194,0.004579229162257469,0.0038797393070122564,0.003737709991610742,0.0035094227485583237,0.003421620165790986,0.0036670106036374313,0.0035615965063135017,0.0036033897242613022,0.0036468980780311314,0.0034640294880346582,0.0037377099808215295,0.003737709980821531,0.003730450309409992,0.004070242355712539,0.003527557346999899,0.0036585545279405494,0.00376837633403453,0.0039523832410122,0.0035249677621537233,0.0037301306904916082,0.003698733629841317,0.003486948156300488,0.003803269753117442,0.004348990749709856,0.0035176717568740088,0.0036389348721231744,0.0036809483756072327,0.003754026934085375,0.003768937902141009,0.00367358204285969,0.003737709984904847,0.0037377704308273604,0.0037377230550834114,0.0037280002969293257,0.0035918470565498104,0.0037338918476077566,0.003693132780436508,0.0037856576575167012,0.0037598107769922537,0.0037234844840082822,0.0037493600345617963,0.0036655510037989806,0.0037373714592946576,0.0037546824530866937,0.0037379808872740872,0.0037549927758470368,0.0037093300886164656,0.0037328812513139384
nmth1mig1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008859974327654929,-0.008852918656796339,-0.00799957481703986,-0.00876690085651888,-0.008782488183947095,-0.008764448744127077,-0.008821776719091595,-0.0077861803631453595,-0.0087675770902344,-0.008840331246203618,-0.008701686105560815,-0.008955789994949871,-0.008800411032320744,-0.008743684581118346,-0.008992558694541256,-0.008763843905802501,-0.008659674746735629,-0.008840331217920019,-0.008840331217920019,-0.008546765523653398,-0.008489650209554866,-0.008703314782514682,-0.008786035325174617,-0.0086742701223615,-0.008568674257252237,-0.009085167174456583,-0.00875294900386774,-0.008731029798141797,-0.008818184716681197,-0.0089369797788362,-0.008673149349499807,-0.008873927274142067,-0.008799373688400081,-0.008559130787453849,-0.008825649130806698,-0.00885543769527473,-0.008874836725111494,-0.00884033120798213,-0.00884088156139003,-0.008840321115444763,-0.008836738876808345,-0.00884210759995129,-0.00888982419119871,-0.008808882336354894,-0.008867929647875125,-0.0088153978800967,-0.008840650041085573,-0.008903904256536053,-0.008786924945847274,-0.008817682710959228,-0.00884002070478456,-0.008837810544328181,-0.008845360187322045,-0.00883722929444135,-0.008846869246514347
kmth1mig2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010141399840766419,-0.011029585919285535,-0.010410256179361074,-0.010414740958054326,-0.010018797076943062,-0.010267996609633035,-0.010253275585921465,-0.0100773050464488,-0.010181874255831757,-0.010211415597251925,-0.010271897547593237,-0.010259032329137652,-0.010099595639245198,-0.010742563650840586,-0.010576262519917683,-0.010535458668776346,-0.01018187424594634,-0.01018187424594634,-0.010175945752849476,-0.010430633081501417,-0.010366815608164645,-0.01028496763791761,-0.010253982021906038,-0.010137422272629867,-0.010462771735668536,-0.010126379816703078,-0.010433921239292876,-0.01041614053496174,-0.010050273855095805,-0.009511669243950069,-0.010352980127129019,-0.010430495366589363,-0.010168675118149995,-0.01014758390831922,-0.01023206013289381,-0.010112465589382252,-0.010181874240481335,-0.010181766868863448,-0.01018190168131229,-0.010230291356896735,-0.01023343448107341,-0.010188295217861954,-0.010182584107889059,-0.010163519398210323,-0.010180052508398577,-0.010196611347728354,-0.010186324300404597,-0.010289632345933431,-0.01018669566416769,-0.010163984706613503,-0.010150188851706689,-0.010135121720613328,-0.010106715072555722,-0.010199381329060744
nmth1mig2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00018686392950572725,-0.0007079248621809901,-0.0004804050193589383,-0.0005630572895672895,-0.0005015704714856137,0.00042121626446093836,-0.0005023229138651963,-0.0005366957799715805,-0.0005962715736877924,-0.001163681529668054,-0.0005706267878058981,-0.0007992567005171682,-0.0009508709394431851,-0.0006916092422871588,-0.000811931450265469,-0.000536695786592123,-0.0005366957865921216,-0.0007029273056753653,-0.0006105895536001506,-0.0005644666869201897,-0.0006233750850123699,-0.0004852105495238876,-0.00040150845863372677,-0.0009326666951579747,-0.00046553442191576473,-0.0007228045588112094,-0.0005773656017447267,-0.0003225567619681818,-0.0007776499435221376,-0.0007344114190425764,-0.0006807757975851942,-0.0004882966308427292,-0.0005207301117982575,-0.0005535018562450265,-0.0005369781241804471,-0.0005366957865933439,-0.0005368147262160326,-0.0005366794739230726,-0.0005424655048837873,-0.0006060328353705151,-0.0005057447843344634,-0.0005349214455401681,-0.0005027904075530339,-0.0005368048780651822,-0.0005365300382188275,-0.0005399493751826723,-0.0005814744106277855,-0.0005001994736274294,-0.0005208286750862728,-0.0005184330737299998,-0.000536560803405998,-0.000536567146590386,-0.0005367931136232573
thstd1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021628222233325722,-0.020899139712064068,-0.022143878965875757,-0.020581414510919462,0.021675354309297207,-0.021709708037275576,-0.020753564319548924,-0.019687200367162937,0.08046439860506946,-0.020340599342024077,-0.02055215118597698,-0.021604575665808864,-0.020692562431161993,-0.019340220208572744,-0.020753564747353667,-0.020753564747353667,-0.022541100516957055,-0.022636176032436638,-0.020103855717624273,-0.02122852763804839,-0.02102486247420867,-0.022636605001006296,-0.023710989628192677,-0.022076806171644543,-0.02162924759888383,-0.02334897975085677,-0.022847601669174062,-0.03527682349652381,-0.01718060803975718,-0.022899135060654725,-0.023848234362133933,-0.02095083650314015,-0.02107441450131993,-0.020875251771517958,-0.020753565012461665,-0.020768156422253943,-0.02075324551443393,-0.02102885030009256,-0.02064968501058484,-0.02065871256039851,-0.02133000340079716,-0.0207379150620967,-0.021416945960879393,-0.0204232751817814,-0.020906756115191664,-0.01995638798270193,-0.02055301902614851,-0.02098453567659963,-0.02040465254939265,-0.020339815124638037,-0.021063083763068854,-0.02040360538107563
istd1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005573398077305965,-0.00011844161155757006,-0.00033721340646294745,-0.00041970690388924974,-0.0001925539125876608,-0.0003089519633793732,-0.00015805891137613,-0.002317881973284888,-0.0003766280447607612,-0.00037434001640890003,-0.0009007364060727137,-0.000917516050077334,-0.0004904219347486588,-0.0003089512621564534,-0.00030895126215645254,0.000163904078049483,-0.0005142821191468715,-0.0007452268328001422,-0.00026650137087837265,-0.00036999943708148215,-0.0004547605566429955,-0.0006342868233846583,-4.350233555708668e-5,-0.0002714954101360546,-0.000572165619637087,-0.0004546831075310175,0.0013673371573011805,-0.0003350279844674399,-0.000692985623617419,0.000390295932254593,-0.0002798756117336689,-0.00031068543966125456,-0.00026386670770779154,-0.0003089512918895828,-0.00031116406808583526,-0.0003089802296720729,-0.0003638795753324575,-0.0004776583804761537,-0.00027817561470422537,-0.00035195416750355836,-0.0002665002996191699,-0.00023046131119415928,-0.0003083429145465762,-0.000342653022179378,-0.0002432835483466652,-0.0003279185347089727,-0.0003068364089664786,-0.00020148861807105472,-0.00022384733970536605,-0.00041822037642872637,-0.0003522045632093431
nstd1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004736200974927131,0.004238155496687209,0.005872388512488543,0.00440037448673093,0.0043923922768241575,0.0038252839346491906,0.00417616614804438,0.004406809388647206,0.0040685048907705985,0.0036300463208452584,0.004138925144017089,0.0038863625297726905,0.004392394022719299,0.004392394022719299,0.004361739395642248,0.00389071828018859,0.004231646957342708,0.004171408452098494,0.0041794329931943925,0.004586684748591495,0.0038988747916814457,0.004593492769954754,0.004397323713333968,0.004072945399451715,0.004313835519665598,0.004227741907528483,0.004245391916669817,0.003746088767785015,0.004331651540659511,0.00437626523730822,0.004356295801551351,0.004419463645913504,0.004392394036685217,0.0043909446513261926,0.004392411019535893,0.0043540882564288425,0.004182102234747393,0.004491142025833516,0.004391064370800015,0.004348353412886622,0.004452821385443712,0.00438080491094129,0.0044082430226501145,0.0044055707098290525,0.004370983143280132,0.0043442246467621,0.004394031247916339,0.00437903531256467,0.00441267817740854,0.004324289792514592
nstd3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005369878417144991,-0.0039006406435713467,-0.005185498702094753,-0.0051394547810086275,-0.005164703975284366,-0.004139841518809736,-0.00504264615296321,-0.005080875295748156,-0.005238763631842096,-0.005386515776865006,-0.005463761120792741,-0.005139454040608404,-0.005139454040608403,-0.004958149193509994,-0.004939288022966673,-0.005154178649880372,-0.005036170504061391,-0.005243033308768152,-0.005147991653082995,-0.005189398604048285,-0.00497011173582368,-0.004802254929296263,-0.005378048549602438,-0.005153141844991197,-0.005333636556073178,-0.005197514202361889,-0.0051132285268366265,-0.004924323305497427,-0.0051399199759079375,-0.005189238820545967,-0.005056466236356945,-0.005139454014342363,-0.0051391390889104615,-0.005139442562021111,-0.005157363756405444,-0.005242237882375829,-0.005093143113811877,-0.005160627744743664,-0.0051844581929433795,-0.005218470610362034,-0.005150985164611793,-0.005090175148983569,-0.005179833042008159,-0.005178103247389333,-0.005121019774654648,-0.0051574554583013925,-0.005152888132738209,-0.005131289413248789,-0.005203116842392309
