,k3,thk,ksnf1,ksnf1std1,nsnf1,nsnf2,dmth1,nmth1snf3,nmth1rgt2,thsnf3,dmth1rgt2,thmth1,kmth1mig1,nmth1mig1,kmth1mig2,nmth1mig2,thstd1,istd1,nstd1,nstd3,thrgt2,imig1,kmig1snf1,theta2,dmig2,kmig2std1,nmig2std1,kmig2mth1,nmig2mth1,dhxt4,dhxt4max,kdhxt4,ndhxt4,shxt4,khxt4mth1,nhxt4mth1,khxt4std1,nhxt4std1,khxt4mig1,khxt4mig2,nhxt4mig1,nhxt4mig2,estd1max3,ell,thmig2,smig2,kdmig2,mdmig2,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21
k3,0.0,-0.012554477247622141,-0.012770352405266736,-0.012473163240795405,-0.012262712714135047,-0.012765089793427782,-0.011811778323372773,-0.01226477336584674,-0.012544653840571459,-0.012227318882617369,-0.01237251951508947,-0.012076529089032579,-0.012313284197481237,-0.01174806341118667,-0.012597500153817815,-0.01201346714925141,-0.01122223553526019,-0.012416476455789879,-0.012562424748235958,-0.012220186669726274,-0.012896244449933982,-0.006957144535309751,-0.012090275492941838,-0.012343201005244792,-0.012836326802584862,-0.006609044485920117,-0.012578859972333663,-0.012355754006788964,-0.012647952924541688,-0.012534136269408011,-0.012772333387982756,-0.012343200586664913,-0.012343200586664911,-0.0109963647152822,-0.012146741892716476,-0.012499079065335159,-0.012219935052413202,-0.012726245362095798,-0.01237220865542219,-0.012591679597006107,-0.011867800199317963,-0.012399959052337282,-0.012523734964261434,-0.012335068480016307,-0.011251997856755262,-0.012476017075269463,-0.012571904775211126,-0.01173902271373818,-0.012293207196957853,-0.01227756022215866,-0.012514488352153666,-0.01234320059789186,-0.012343526723225062,-0.012343271334509527,-0.012401406977301197,-0.013003698982969498,-0.012263954547904524,-0.012356928702476982,-0.012294005416937351,-0.012262727619319342,-0.012359235604951871,-0.012276443423441624,-0.012370708056108539,-0.012445767123168278,-0.012414829313183625,-0.012230652826931698,-0.012227405136212564,-0.012309214329167139,-0.012331939452994031
thk,0.0,0.0,-0.003739928371609003,-0.003526130915049391,-0.003545764590035904,-0.0036369012120481795,-0.003818739339065919,-0.003466795743557088,-0.0035156603241335424,-0.003924958037994413,-0.003763341393413442,-0.003414503613552142,-0.0036952675452849226,-0.0036251526040499264,-0.003874007740590877,-0.0036680329972600136,-0.004115087780358365,-0.0035304021497068586,-0.0037746335466427336,-0.003159192371179498,-0.003724087933906796,-0.0014383792709402813,-0.003530598973174947,-0.0036760602128359863,-0.003978018482351791,0.00014979135585203962,-0.0036109169648740245,-0.0037045960374250957,-0.004508702038590257,-0.0040764978729233535,-0.0035824849833949774,-0.0036760608871114326,-0.0036760608871114343,-0.0032423192051955563,-0.0029649069004223853,-0.0034305802584417055,-0.003939004075599365,-0.0038878819405361283,-0.0036646368565700907,-0.003999648356422118,-0.00337249497863103,-0.003646510211492108,-0.004148893901104794,-0.003457521847160625,-0.003303997210729618,-0.0037316078056526198,-0.00443694806065461,-0.0032176649949533006,-0.0036328657702222834,-0.0037160202259422285,-0.003624721123200805,-0.0036760608685948923,-0.003677103172966407,-0.0036760457989131073,-0.00367813997471026,-0.003712920914324672,-0.003705964939298235,-0.0037247259605739415,-0.003570155233157877,-0.003580239506729743,-0.00369638333205125,-0.003765889061239032,-0.003494272891285225,-0.0036219876542187375,-0.0037915896660957963,-0.0035510759622547927,-0.003641467390432837,-0.003516290357927253,-0.003716738126679402
ksnf1,0.0,0.0,0.0,-0.008338206316198606,-0.00820899862936959,-0.00861025644620786,-0.008656398115204817,-0.008287032015064411,-0.00867284897427122,-0.008567365935441424,-0.00879917118778056,-0.00872167433386417,-0.008357392561126834,-0.008302792945501989,-0.008607638140378699,-0.008121105643248258,-0.010054841370169732,-0.00837331183753527,-0.008224042670048904,-0.0084118338990704,-0.008330458868339042,-0.004610099098568411,-0.008318523684930211,-0.008310104093233331,-0.008672321271773002,-0.008253968606866476,-0.008512561531816757,-0.008417444291252093,-0.008963133060110302,-0.008717184661161404,-0.009146578941121277,-0.008310103322664922,-0.008310103322664922,-0.008148117631652416,-0.00866235596819164,-0.008466312544817603,-0.008687899903733818,-0.008659180129177557,-0.00842003933132964,-0.008749677293494304,-0.008261786820859148,-0.008539777572562331,-0.008865838497162106,-0.0083267731177409,-0.0060570077589069465,-0.00860729197060849,-0.00867162300072182,-0.008154232230412464,-0.008278486936313296,-0.008294637681427098,-0.008279482616951892,-0.00831010333099595,-0.008313610661094128,-0.008310154071785043,-0.008328298407879756,-0.00846160191199963,-0.008409280359875664,-0.008374494846825526,-0.008218556385228667,-0.00834041967062698,-0.008341420913931275,-0.008267066391800535,-0.008262739766379298,-0.008300496625520125,-0.0084438728494301,-0.008346092594708655,-0.0083623731856928,-0.008302956836690158,-0.008336294264966923
ksnf1std1,0.0,0.0,0.0,0.0,0.0026592579614354754,0.002291910323323316,0.0017092700333415573,0.0020691686179731585,0.0017128548337962603,0.0017787759548885834,0.0018848301322682381,0.0021201756307574,0.002301343460515083,0.0023301903744622006,0.002057774943407908,0.0020182638790253215,0.0001461288488941155,0.0020043707294258137,0.002037741080889999,0.0022623774782729615,0.002012409231081333,0.0014858263494891592,0.002239350831882755,0.0020628921238422825,0.001903787364974163,0.0006854707164911294,0.0020264119470443467,0.0019904300988285075,0.0014999459073168687,0.0019131057658978066,0.001422480091301816,0.0020628920847283318,0.002062892084728333,0.002147027053063631,0.0016384883601815695,0.002192519110139289,0.0019389296939032394,0.0017717377241969307,0.0022958994540133015,0.0015268649960149883,0.00262590757147506,0.0017936327588578768,0.0016114494013597398,0.0025065686582078786,0.003193457923671766,0.001937146727894885,0.0018822411119307709,0.002418889561537382,0.0020793417442474386,0.0020574815750491744,0.0020987349364177247,0.0020628920829578634,0.0020615780466255013,0.0020629088552088083,0.00201755284337854,0.0019180880971091752,0.0021222581337245012,0.0020495528981066607,0.0021161782013688,0.0020335407083607736,0.0020631106945922352,0.0020948866041596522,0.0021231427062417393,0.0021273048105596945,0.0020305267272856015,0.0021607156606494793,0.002220948931887171,0.002061435585977588,0.0020409508114435
nsnf1,0.0,0.0,0.0,0.0,0.0,-0.01496714944264588,-0.015021829970844672,-0.014494015806851729,-0.015086500589643307,-0.015168358812553778,-0.01494993083995189,-0.015018715740236435,-0.01466350475206597,-0.014522074744481377,-0.014898416815648394,-0.01463330289848916,-0.016310642537333886,-0.015144859222461216,-0.014614310898883211,-0.014537040402036586,-0.014635514893468414,-0.01217710859875099,-0.014553197652717016,-0.014742872453837532,-0.01460938432616093,-0.014061124494283428,-0.014778312632036387,-0.014850052311510716,-0.015618532653141498,-0.01502957523223577,-0.0152816830635767,-0.014742871961688867,-0.014742871961688867,-0.014383078452466834,-0.014966514772665744,-0.014906212282226635,-0.014824551207069311,-0.014858088383466373,-0.014553059828774717,-0.015401267700927108,-0.014537399783366768,-0.015062678068453132,-0.014870605451519523,-0.01448266886772429,-0.014747513499233658,-0.014840775214392683,-0.015062288763566389,-0.014411676465136337,-0.01467667428897641,-0.014745123200362467,-0.0146420942179219,-0.014742871970767712,-0.014748977367787427,-0.014742845674782776,-0.01475930212391262,-0.014840446056847019,-0.014666988053270774,-0.01478795189101316,-0.014664535781485273,-0.014773962772322593,-0.014742732100697495,-0.01479208693276029,-0.014797816538099915,-0.014707627453476101,-0.01484127255553097,-0.01463319968001412,-0.01461667850393691,-0.014744553741057168,-0.014751680511893536
nsnf2,0.0,0.0,0.0,0.0,0.0,0.0,-0.013040895256512341,-0.012349514648800953,-0.01279785373909336,-0.012415972095364047,-0.013378552698171666,-0.012478442380577015,-0.012147253930212017,-0.012109339637517223,-0.012363927859181003,-0.012095832530080173,-0.013029524603628571,-0.012293591264146206,-0.012147100424736008,-0.011880865190120115,-0.012387249760128083,-0.013775460273257954,-0.012215305323251017,-0.012146475651902328,-0.01220046446409989,-0.012187283856164249,-0.012385722093828225,-0.012416356206571189,-0.013497076610455506,-0.012461983148042022,-0.012555175510012591,-0.012146475858076433,-0.012146475858076431,-0.011600681543271412,-0.012268038170382006,-0.012567232876399258,-0.012765059160228026,-0.012402070491425705,-0.01200738885372845,-0.01277495867885781,-0.012010740244666739,-0.012303370278839583,-0.013494414744565048,-0.011754571517737337,-0.009497215702495003,-0.012439773275246226,-0.012321171304839984,-0.011389287039141733,-0.012126548790871976,-0.012260266177354385,-0.01191436912983196,-0.012146475843490696,-0.012148282221139589,-0.012146431436356147,-0.012379885449734104,-0.012393392016446871,-0.012227353193527022,-0.012127063603611508,-0.012235989411180698,-0.012155071046758014,-0.0121307499684179,-0.01226060294482178,-0.011984029693991071,-0.01209181816900123,-0.012238639490977336,-0.012017114333663788,-0.012151817154943564,-0.012075751408199428,-0.012190500250145864
dmth1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007681136710948605,-0.007735939697280833,-0.00778552461037612,-0.006518241199116307,-0.007423853610288293,-0.007463268276242835,-0.007290374238548149,-0.007763627987856535,-0.007624180054654122,-0.005568781024441954,-0.007480454485321504,-0.007641983046035454,-0.007547289268809076,-0.007460869737909815,0.0009272248172273176,-0.007442917331736277,-0.00764643840169667,-0.007983091773451904,-0.005141937777371661,-0.007669576260619245,-0.007739610891355697,-0.008134463394916674,-0.007480841326579559,-0.007487000734827825,-0.007646436847677608,-0.007646436847677608,-0.0069602640286392774,-0.006409361995024945,-0.007465359259301684,-0.007522423621694784,-0.007586819857437277,-0.007511628672302449,-0.008006024096641143,-0.007553196751614139,-0.00756211216460191,-0.0076605055579731995,-0.007826500751399571,-0.005698251019488551,-0.007687897854609877,-0.008120556089296122,-0.0075688186419841244,-0.007606881466909186,-0.007664384415847696,-0.007675172237754777,-0.007646436825636927,-0.0076458250102492435,-0.0076464873402107,-0.007662976650213312,-0.007673912826904465,-0.0077557839767881,-0.007654181840410624,-0.00752379873636961,-0.007614297876324843,-0.0076681605913578,-0.007596929959955091,-0.007789288395200425,-0.007686831375778055,-0.007653510906899818,-0.007630314184853476,-0.0076081849253412616,-0.007466497168724489,-0.007626266321362517
nmth1snf3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00635250401200104,-0.006805844411327885,-0.006337447989703594,-0.00682354379223932,-0.006545097981625043,-0.00653999637948716,-0.006350925829491181,-0.006325249013332628,-0.004462141013624933,-0.006510983682057782,-0.006500060095401497,-0.006405794968027299,-0.006415488296705754,-0.004842782275484362,-0.006296260526456216,-0.006406972495136425,-0.006548788065229721,-0.005251948445818271,-0.006497188039307372,-0.006426416906709862,-0.00679558346911759,-0.00712734110975191,-0.006868254238073327,-0.006406972448532879,-0.006406972448532879,-0.005974214309048367,-0.006396851744175897,-0.006541550317662377,-0.006490596315929248,-0.006811719863280587,-0.006273076034581019,-0.006801305498071531,-0.006306242926796033,-0.00660376815586522,-0.006682326489356041,-0.0063175055155815455,-0.004568557137005124,-0.00672699839241398,-0.006784361541189402,-0.006710245674679192,-0.0064565853372863325,-0.006438700766838147,-0.006476169285299176,-0.006406972421061175,-0.0064078068302006975,-0.0064070422059411105,-0.006376715889439164,-0.006470012131166965,-0.0064049310053139585,-0.006455857171642246,-0.006415354222952241,-0.006463911300818363,-0.006391464830698533,-0.006491524742420265,-0.006376650900248052,-0.006428797532460878,-0.006380686855484557,-0.0063759111107183405,-0.0064098497696129944,-0.006399669535664788,-0.006450183930984139
nmth1rgt2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020080831165286687,-0.019517028336489536,-0.019773121853004408,-0.02002841910799619,-0.01989318405992559,-0.01999816067798764,-0.020083040157566175,-0.020541137125492034,-0.01995571298063511,-0.02023098895140645,-0.019992097866161063,-0.0200251271434559,-0.016983139509677024,-0.01980985769775188,-0.020070084376391985,-0.019478647986734928,-0.019859551514444674,-0.02004375788395824,-0.0198214075141666,-0.020435894823930247,-0.020373909609328247,-0.019955782099515183,-0.020070085045128028,-0.020070085045128028,-0.019451521821589043,-0.019470845731346137,-0.0199973829232232,-0.020045845110549798,-0.01994593570009643,-0.019717873514813668,-0.020503343067486874,-0.019988590891571224,-0.02033105187067278,-0.020339144615153744,-0.01954627893019058,-0.020182432567081614,-0.020069537211054977,-0.020512260965733498,-0.02014254837397946,-0.02007058405517164,-0.020081753261816628,-0.02002175878179325,-0.02007008503629802,-0.02006859863170747,-0.02007013027829586,-0.020122394164860627,-0.020101493948753674,-0.020146828812061514,-0.020112221809429807,-0.020051251356214512,-0.020093252505661997,-0.020083029780548607,-0.02001801788887202,-0.020065236520360914,-0.02004060561831219,-0.020003973728409914,-0.01999472787943249,-0.02004965985375601,-0.020024284741928182,-0.020064019345218283
thsnf3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005815349668751277,-0.005991735680286384,-0.00603613786703755,-0.006025298143129366,-0.006100387500856868,-0.00608211591785886,-0.005090165440944001,-0.006244853650371041,-0.006056547746790427,-0.006127944413851693,-0.006195725380218722,-0.0057319678702808215,-0.006034922080431867,-0.006093997225818513,-0.006041276801703974,-0.006528447124408292,-0.00619102212248809,-0.0060187870965462695,-0.006280836136117736,-0.005998291730912218,-0.006148257868456649,-0.006093997207007107,-0.006093997207007106,-0.005962202342177572,-0.005689394132767692,-0.005880133591901693,-0.006040323045479797,-0.006046556723505115,-0.005962785823557054,-0.00614925952317701,-0.006013359526181549,-0.006316812760499108,-0.0061749144986052214,-0.0059738595378477045,-0.006456374770583104,-0.006176311933008233,-0.006271747784716863,-0.006298153491155099,-0.006077859614587833,-0.006107640367695401,-0.00608365332320201,-0.006093997215859871,-0.006095113495511234,-0.006094016749572963,-0.006113307770788519,-0.006185438523268796,-0.006077759450122057,-0.006126124745033003,-0.006058311522667975,-0.006110370083091291,-0.006094261979595864,-0.006112000833272875,-0.006139870939235405,-0.006091484924809708,-0.0060830901110193875,-0.006095481832114459,-0.006097287496818443,-0.005989314442131963,-0.006055357664939988
