k3,9.226382454346325e-5
thk,8.60228455789038e-6
ksnf1,0.00016569140163032067
ksnf1std1,2.2825553406593204e-5
nsnf1,3.2213020410154555e-5
nsnf2,7.332556677685106e-5
dmth1,0.0008362203009731063
nmth1snf3,3.984846253598273e-5
nmth1rgt2,1.1333739834983952e-5
thsnf3,6.371311476650212e-6
dmth1rgt2,1.0018396251633124e-5
thmth1,0.00018084499214184987
kmth1mig1,5.470917987353272e-6
nmth1mig1,2.5418210376463066e-5
kmth1mig2,4.0482010876964134e-5
nmth1mig2,1.1103412616547946e-5
thstd1,0.0007904641439180691
istd1,7.70586748148634e-5
nstd1,2.55312718928617e-5
nstd3,1.4932958448419782e-5
thrgt2,1.5538097327914143e-5
imig1,0.0029280467008531877
kmig1snf1,1.7540593582935505e-5
theta2,1.8398325208683407e-5
dmig2,0.0004985371104842188
kmig2std1,0.00020438063853000344
nmig2std1,3.0970129822827486e-5
kmig2mth1,4.894037439152277e-5
nmig2mth1,2.524643490216342e-5
dhxt4,0.0035448725651189604
dhxt4max,0.003940263899506375
kdhxt4,1.5040292136701367e-5
ndhxt4,8.380851355348618e-6
shxt4,0.01187713098664326
khxt4mth1,0.0014787291950604114
nhxt4mth1,2.0803855364119128e-5
khxt4std1,9.269399089725374e-5
nhxt4std1,2.2142598807468297e-5
khxt4mig1,0.0008603277003755629
khxt4mig2,0.000468432765603835
nhxt4mig1,3.4710539289204444e-5
nhxt4mig2,2.3081448874332464e-5
estd1max3,7.079036335389223e-5
ell,8.033434971201342e-5
thmig2,0.002815996009416459
smig2,7.511936829966214e-5
kdmig2,0.000985618013411468
mdmig2,1.5248566385951655e-5
r1,1.998739351699461e-5
r2,2.6337203686977036e-5
r3,2.6381387719059234e-5
r4,8.491519510586413e-6
r5,4.447017691483183e-5
r6,3.866052392975e-5
r7,3.31606808651316e-5
r8,6.776712200745698e-6
r9,1.8073331271898193e-5
r10,5.9526612056957585e-5
r11,4.786459790037421e-5
r12,2.9340169532142584e-5
r13,4.8844591542087044e-5
r14,1.838339035140592e-5
r15,1.6265780067960457e-5
r16,3.1366202756628196e-5
r17,2.1717276013046094e-5
r18,5.201093546111172e-5
r19,9.655818613885182e-5
r20,3.417901790214617e-5
r21,3.230761202195318e-5
