,k3,thk,ksnf1,ksnf1std1,nsnf1,nsnf2,dmth1,nmth1snf3,nmth1rgt2,thsnf3,dmth1rgt2,thmth1,kmth1mig1,nmth1mig1,kmth1mig2,nmth1mig2,thstd1,istd1,nstd1,nstd3,thrgt2,imig1,kmig1snf1,theta2,dmig2,kmig2std1,nmig2std1,kmig2mth1,nmig2mth1,dhxt4,dhxt4max,kdhxt4,ndhxt4,shxt4,khxt4mth1,nhxt4mth1,khxt4std1,nhxt4std1,khxt4mig1,khxt4mig2,nhxt4mig1,nhxt4mig2,estd1max3,ell,thmig2,smig2,kdmig2,mdmig2,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21
dmig2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1422.0876644297343,-1422.0930180968116,-1422.0904060520413,-1422.096232575226,-1422.0912431599888,-1422.0942162606284,-1422.092853221342,-1422.092853221342,-1422.0980499417449,-1422.0913423075158,-1422.1030446996363,-1422.0936759297301,-1422.0979290377172,-1422.0908738072003,-1422.0991018072,-1422.0911411486031,-1422.0948990817155,-1422.0931770087243,-1422.113515934704,-1422.0948358821734,-1422.1024653166305,-1422.101426218689,-1422.1023324832265,-1422.0922655734585,-1422.0928687988817,-1422.0928650257613,-1422.09285323136,-1422.0928676441258,-1422.0925491988778,-1422.0928420140015,-1422.092836484403,-1422.09269518987,-1422.0928311414655,-1422.0928156895625,-1422.0954166359184,-1422.081673545099,-1422.0932775671308,-1422.091477548192,-1422.0928944111554,-1422.093448150544,-1422.0927448490147,-1422.0911120835572,-1422.0929767084867,-1422.0928600001319
kmig2std1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3579.6904411149444,-3579.6799886527238,-3579.6957650145755,-3579.6991184116378,-3579.689450207554,-3579.6911344399778,-3579.6911344399778,-3579.704861388924,-3579.676475337289,-3579.698101826152,-3579.686149575918,-3579.6894562549865,-3579.68024834201,-3579.6895197118943,-3579.6767643845233,-3579.693959233284,-3579.7036427185003,-3579.697899810506,-3579.693902110357,-3579.6949712313963,-3579.695858895967,-3579.6936604203315,-3579.6916081690224,-3579.691129701538,-3579.6911309120846,-3579.6911344366945,-3579.691209301915,-3579.690237269162,-3579.691180870695,-3579.6910954239647,-3579.6902639126406,-3579.691128135801,-3579.691001064615,-3579.681613954562,-3579.6775675596264,-3579.693348275749,-3579.6881787560133,-3579.691071175638,-3579.692088920344,-3579.6913813589767,-3579.6885256132146,-3579.6912192881864,-3579.691148985795
nmig2std1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.365131072106703,-18.36482007661127,-18.365577344631138,-18.366336940128942,-18.365525307659663,-18.365525307659663,-18.365986232178486,-18.366632335286067,-18.364449749519554,-18.36568969206395,-18.365465266958793,-18.36566649694755,-18.365234031313022,-18.36610958243839,-18.365080256877853,-18.36569853421123,-18.36614457886618,-18.365841113735303,-18.36565247632357,-18.36588392964821,-18.365165191811332,-18.365600725781164,-18.36552588653502,-18.365519115011868,-18.365525298833813,-18.365526478723027,-18.365526358540553,-18.365524409060477,-18.36552666644157,-18.365534702340607,-18.36552214044423,-18.36552973245772,-18.365316976579155,-18.365676694003113,-18.36551296518749,-18.365124824817094,-18.365527355293068,-18.36552101189479,-18.365525463101257,-18.365573291846175,-18.36552699203702,-18.36552382726342
kmig2mth1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1405.8307165100246,1405.8328952735283,1405.8295120989158,1405.8403726647691,1405.8403726647691,1405.8316153183955,1405.8436894040528,1405.8328026805632,1405.839121954066,1405.8390213179525,1405.838136888876,1405.8381668713187,1405.843672099675,1405.837716807348,1405.8372002141093,1405.8279737920964,1405.8365967451684,1405.836254208608,1405.8325009832913,1405.8378203904742,1405.8401308502603,1405.8403766871393,1405.8403891772427,1405.8403726580764,1405.8404222947397,1405.8403169210274,1405.840344564768,1405.8403824959598,1405.8404788499229,1405.8403743754593,1405.8404480318463,1405.8418330368286,1405.8471938007235,1405.8401458610683,1405.841131759904,1405.8403234385712,1405.84040765398,1405.8401943931206,1405.8386206877547,1405.8403033483976,1405.8403769928166
nmig2mth1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.81202499077833,252.811287805154,252.81321913209868,252.81321913209868,252.81131714973094,252.8060081379747,252.80884032409077,252.81253816890487,252.81225934120815,252.81982596732445,252.81674429386968,252.8212069825834,252.81247250900427,252.81286765410695,252.79993961025352,252.81738081145176,252.81516166828536,252.8093874762957,252.8135600736881,252.81277969236683,252.81320735438314,252.8132319600289,252.8132191575516,252.81322145381426,252.81317587080153,252.81317280890318,252.81321590111642,252.81394590237514,252.8132406111859,252.81323388266807,252.81314860174854,252.8151065875643,252.81358514199283,252.81307961535637,252.81321066976787,252.81286067433928,252.81319934792683,252.8138796677072,252.81309345351505,252.8132222751952
dhxt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-175.16595135699833,-175.16646600063913,-175.16646600063913,-175.17428373959828,-175.16502207257096,-175.17048613649737,-175.16535979276398,-175.16780684694962,-175.16126259192248,-175.16827249995683,-175.158153878164,-175.16933623443376,-175.16657504031133,-175.1713345738381,-175.16175316941613,-175.16943322201038,-175.17145970543388,-175.16627372107612,-175.1663926425616,-175.1664721007876,-175.16643413257444,-175.1664659995725,-175.16646723710184,-175.16685715646307,-175.16651072764262,-175.1664546397642,-175.1661828044195,-175.16644083922492,-175.16641654729892,-175.16142225465313,-175.15727347618056,-175.16593016586958,-175.16469662335442,-175.16657918869745,-175.1669569900165,-175.16655683642531,-175.16685553227148,-175.16643322610855,-175.16649354212092
dhxt4max,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2509.7783219514063,2509.7783219514063,2509.7759952544366,2509.7787930967565,2509.779094255195,2509.776981776347,2509.7778168391937,2509.7772934255654,2509.782453395753,2509.7752513511996,2509.778572781067,2509.7775638955463,2509.7945933412316,2509.7826117484624,2509.78074481065,2509.7777949610677,2509.773642580283,2509.7784378978877,2509.7783174762703,2509.7782581820625,2509.778321948039,2509.778353287241,2509.778426703683,2509.778325154508,2509.7783594377356,2509.7787340290624,2509.778336577952,2509.778367474123,2509.7808752728542,2509.7876909570837,2509.7791718691396,2509.779519272246,2509.778310799935,2509.7781990361946,2509.778517332836,2509.778775427631,2509.778404603618,2509.7783210785274
kdhxt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9213089332894473e-8,7.049380259499687e-9,6.138674539538829e-9,3.4413100790685747e-9,1.6114375791307184e-8,-1.0520553874945388e-8,2.5582479511877827e-8,3.621746622975503e-9,3.0175773854949776e-8,2.681137724775072e-8,1.8118181092094175e-8,6.096125607178498e-9,3.5168278270310864e-9,1.1364529126452932e-8,1.583295986153656e-9,1.082831512580092e-8,1.4154396879317045e-8,-4.7901667747920774e-9,9.934317583115259e-9,7.236867170583315e-9,5.487987434688449e-9,1.1825735355185377e-8,1.4608473573286164e-8,7.33460345980954e-9,3.4688216606496695e-8,5.7438017799438775e-9,2.1345689393029162e-8,-9.681335646931545e-9,6.344944363807386e-9,-6.752991267933783e-10,1.7440275306376837e-8,2.3733764739195386e-8,1.4153829672916043e-8,2.3511258268766036e-8,-1.059246952997704e-8,1.1677716474175753e-8
ndhxt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9213089332894473e-8,7.049380259499687e-9,6.138674539538829e-9,3.4413100790685747e-9,1.6114375791307184e-8,-1.0520553874945388e-8,2.5582479511877827e-8,3.621746622975503e-9,3.0175773854949776e-8,2.681137724775072e-8,1.8118181092094175e-8,6.096125607178498e-9,3.5168278270310864e-9,1.1364529126452932e-8,1.583295986153656e-9,1.082831512580092e-8,1.4154396879317045e-8,-4.7901667747920774e-9,9.934317583115259e-9,7.236867170583315e-9,5.487987434688449e-9,1.1825735355185377e-8,1.4608473573286164e-8,7.33460345980954e-9,3.4688216606496695e-8,5.7438017799438775e-9,2.1345689393029162e-8,-9.681335646931545e-9,6.344944363807386e-9,-6.752991267933783e-10,1.7440275306376837e-8,2.3733764739195386e-8,1.4153829672916043e-8,2.3511258268766036e-8,-1.059246952997704e-8,1.1677716474175753e-8
shxt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2204.6779305793048,-2204.6995629131134,-2204.6799771263495,-2204.682402427982,-2204.670848936043,-2204.675934756295,-2204.670391424392,-2204.680643073128,-2204.6673613040766,-2204.677195366536,-2204.667015145063,-2204.677324841194,-2204.6878323948745,-2204.67454675704,-2204.683479002842,-2204.683736958588,-2204.683665780709,-2204.6837322030515,-2204.683699324189,-2204.683516451083,-2204.683717829888,-2204.683799687379,-2204.683283210083,-2204.6837419738185,-2204.6835944525283,-2204.680797961375,-2204.678694593486,-2204.682351509244,-2204.681852879118,-2204.6837441104553,-2204.684183822971,-2204.6837846104686,-2204.68287842949,-2204.6837907982904,-2204.683741488043
khxt4mth1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1217.2178935146126,1217.2226695961344,1217.2150803333575,1217.226393177151,1217.2161830555888,1217.2117169576484,1217.2127125448048,1217.1773975602116,1217.2094173723856,1217.2074101431126,1217.2072130085783,1217.2218901867254,1217.21574434698,1217.214407886654,1217.2136370455303,1217.2137072313315,1217.2136330796495,1217.2136702693392,1217.2137113119,1217.2135492260265,1217.2134568458598,1217.2141125831672,1217.2136798617507,1217.2137910286551,1217.2145000495602,1217.219375269519,1217.2174982089496,1217.2175699441184,1217.2137951749326,1217.211871159952,1217.213848848043,1217.2134772971071,1217.2135601696707,1217.2136143050736
nhxt4mth1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1988.3721556472044,1988.3667933929116,1988.3670239683872,1988.3630600584354,1988.3830951352008,1988.3680781011674,1988.374775704812,1988.382988848838,1988.3733432623128,1988.3656572727705,1988.364765680902,1988.3687601044471,1988.365130684078,1988.3641298006187,1988.3641818707467,1988.3641257261086,1988.3640269556927,1988.3640418727985,1988.3642010494282,1988.3641302278327,1988.3644148903552,1988.3641554090007,1988.3643028992537,1988.375511941896,1988.3699256493637,1988.3662799136018,1988.3645892164639,1988.36418551323,1988.3637187020258,1988.3641634370438,1988.3640107672907,1988.364209360464,1988.3641233790106
khxt4std1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1305.2261039830428,-1305.221952223945,-1305.226376271773,-1305.2251425069862,-1305.2280716583055,-1305.239548503161,-1305.2154833137736,-1305.2270122408406,-1305.2243223425187,-1305.2242172331728,-1305.2249869955642,-1305.2239510664408,-1305.224195661836,-1305.2242054297462,-1305.2242114949622,-1305.2242606116072,-1305.2241333890775,-1305.2242429391658,-1305.2241787118157,-1305.224077870779,-1305.2241968628323,-1305.2241758663783,-1305.2260761286911,-1305.2215745252317,-1305.2229970146452,-1305.2241584820615,-1305.2241633567187,-1305.2251705443862,-1305.2242967107798,-1305.2237583623203,-1305.2242739243875,-1305.2242260606897
nhxt4std1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.2288289140103,695.2195332077371,695.2294982957911,695.2190834508117,695.2183127071931,695.2215219194294,695.2110456811271,695.218315011679,695.2192721329574,695.2169816472071,695.2237220757746,695.2226746688549,695.2227107172035,695.222670231876,695.2226822992737,695.222507242903,695.2226234431663,695.2227046344925,695.2228853716005,695.2226970848523,695.2226551292591,695.2239960327807,695.224482546635,695.2229115581393,695.2219101245107,695.2226741578122,695.2224256281103,695.2226577425662,695.222581675629,695.2226438021274,695.2226732863371
khxt4mig1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-391.4738315479789,-391.471828681252,-391.4767632940105,-391.48618680052795,-391.4795311865011,-391.47707599884313,-391.47837400608637,-391.48174489902897,-391.47814660716114,-391.47773789068316,-391.47868365673827,-391.4786658814651,-391.4786799442692,-391.47875274774157,-391.4792241626913,-391.47869460295976,-391.4786282063402,-391.47819386976033,-391.4786114129406,-391.4786318121797,-391.47064467686903,-391.47465793416876,-391.48001775978264,-391.47567215123746,-391.47869779859735,-391.4789901382332,-391.47826194053914,-391.4753359479099,-391.47876266639645,-391.4787054295031
khxt4mig2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1261.5010094798452,-1261.5117739940067,-1261.5075110224402,-1261.507176695373,-1261.5094073882303,-1261.5121579813772,-1261.5099290385294,-1261.5162261141616,-1261.507105294122,-1261.5079997536823,-1261.5079987539457,-1261.508000660194,-1261.5080663927567,-1261.508095673548,-1261.5080463459797,-1261.5079631317014,-1261.5073369871327,-1261.50801848619,-1261.5079826739684,-1261.5070584896782,-1261.5064185839688,-1261.5097302078802,-1261.5079444005944,-1261.5080131617362,-1261.5085882945343,-1261.508005280498,-1261.5051437551906,-1261.5080741288405,-1261.5079955949745
nhxt4mig1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2353.921398381223,2353.9164725563996,2353.90662991219,2353.898247586545,2353.9092650114094,2353.9064550503385,2353.9174531429903,2353.914114135384,2353.9135357074724,2353.9137543081124,2353.9135471016166,2353.9136072432198,2353.912614994076,2353.913649747535,2353.9136081007855,2353.9138883083806,2353.9136766640195,2353.9135936319713,2353.920107917497,2353.919176285511,2353.9124369596443,2353.9135209744204,2353.9134755908435,2353.912839359355,2353.913723381988,2353.9107861637867,2353.913335014761,2353.913530500744
nhxt4mig2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-695.1871722306821,-695.1883273427143,-695.1894064671332,-695.1941786997925,-695.1894419638398,-695.19159671672,-695.1874060755227,-695.188462495386,-695.1884493080571,-695.1884656964244,-695.1884678584152,-695.1883808743394,-695.1884551640983,-695.1884770745961,-695.1881929341612,-695.1884463244908,-695.1884470661793,-695.1875926720683,-695.1818013131546,-695.189056752255,-695.1884960269268,-695.1884079211706,-695.188400380628,-695.1885725295621,-695.1881919303406,-695.1885815550588,-695.1884688959333
estd1max3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3500.6408966519484,-3500.649330938084,-3500.6282809153113,-3500.614818397318,-3500.63322210538,-3500.634260394783,-3500.6365699663097,-3500.6364459988067,-3500.6365665398243,-3500.636752746103,-3500.636537332845,-3500.6366301916405,-3500.6367532364325,-3500.6367254367087,-3500.6364039650634,-3500.6366492999305,-3500.6375313977856,-3500.6347296913696,-3500.632060073795,-3500.6382224657314,-3500.6365708331696,-3500.636739925706,-3500.636000818481,-3500.640109737096,-3500.6366678298796,-3500.6366239444687
ell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4669.017858958784,4669.004868458939,4669.008461195065,4669.010122369124,4669.00483723409,4669.003544159887,4669.003555777627,4669.003578216635,4669.003589226555,4669.004383502245,4669.003591057898,4669.003557455292,4669.003921024025,4669.0036943466375,4669.003703353914,4669.007279740149,4669.011322652282,4669.00459549073,4669.005621867448,4669.003624685527,4669.002765153398,4669.003367916987,4669.001004840257,4669.003644891448,4669.003551318106
thmig2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1301.420812127461,1301.411063331508,1301.4195380726144,1301.429763682684,1301.4300616308053,1301.4300768477372,1301.430034579995,1301.4300746062513,1301.4301262202596,1301.4300662917967,1301.4299272695632,1301.430530594126,1301.4300409684572,1301.4301663204112,1301.4138861519953,1301.437070043592,1301.4305087685332,1301.4300441842267,1301.4301653721752,1301.4311966749324,1301.4300218191108,1301.431534825813,1301.429832662214,1301.4300250422734
smig2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-470.9920112005503,-470.99257993140014,-470.9877833013712,-470.98783955273603,-470.98781927011083,-470.9878379020151,-470.98790343727063,-470.98749989502477,-470.9878447493402,-470.9879026107421,-470.98787088593645,-470.9878220572229,-470.9878153389298,-470.99106405777366,-470.98112663724976,-470.9865514079344,-470.9867523079379,-470.9878676657109,-470.98789997898433,-470.98792836753165,-470.9867904172267,-470.98793379937916,-470.9878546591815
kdmig2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1224.4907840532721,-1224.488357055936,-1224.487094190778,-1224.4869986643168,-1224.487080874552,-1224.4871280646817,-1224.487214182109,-1224.4870942684822,-1224.4870512150653,-1224.4866104249918,-1224.4870890635373,-1224.4869753959322,-1224.4871667804034,-1224.4763768125574,-1224.4872138132412,-1224.48640175969,-1224.4870666066204,-1224.4876066242985,-1224.4870634286074,-1224.482372340025,-1224.4871769692231,-1224.4870887928041
mdmig2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-147.25383469304668,-147.25363838579014,-147.25361479439135,-147.2536368592174,-147.25365567592195,-147.25326034076454,-147.25365197237963,-147.25354448156972,-147.25318436681937,-147.2535895927163,-147.2536063528589,-147.25537713737995,-147.24477450707653,-147.2544527753005,-147.25256821692307,-147.25363416257073,-147.25398132365012,-147.25367021098134,-147.2521406005543,-147.25371379736504,-147.25364878457688
r1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87.00836542710555,-87.00836319253706,-87.00836302927802,-87.00836668215669,-87.00833998094001,-87.0083654560374,-87.00834652507532,-87.00836843897886,-87.00836622572868,-87.00836712592802,-87.0115141695449,-87.00716085677576,-87.00859537083711,-87.0082559076784,-87.00837799605026,-87.0083480633697,-87.0083637134164,-87.00856061875476,-87.00836092930778,-87.00836584082339
r2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.047515058023748676,-0.04751503997386405,-0.04751506040678336,-0.047515074348797995,-0.04751499041837167,-0.047514927778426995,-0.04751499047563352,-0.04751504404010221,-0.047515122865523694,-0.04753038304484491,-0.04752483072448987,-0.04751033590466684,-0.04751253768922492,-0.04751499478003469,-0.04751585752451365,-0.04751436180652753,-0.047514254904011496,-0.04751536422055833,-0.04751505596593417
r3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39733097990772775,-0.39733100588298126,-0.3973308956767134,-0.3973312861700832,-0.39733062939192615,-0.39732975543468396,-0.39733115911172284,-0.39733100072524563,-0.3973302934401499,-0.39727615812770395,-0.3973219672280073,-0.3973147647800779,-0.397330703044334,-0.3973295251014068,-0.3973317538319221,-0.3973251125175329,-0.3973303663914966,-0.3973309116563203
r4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6231766665388214e-6,2.641380189644086e-6,2.6166808678547884e-6,2.632765206418485e-6,2.6376844789451003e-6,2.6517364828422577e-6,2.6405275369847104e-6,2.627309229013468e-6,2.6251023995659e-6,2.622284755087787e-6,2.63632537420853e-6,2.6333800746746147e-6,2.652975187680683e-6,2.656696831797026e-6,2.6150647826802218e-6,2.6275166661563813e-6,2.6420275844185444e-6
r5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0021158431393355,-2.0021161050505563,-2.0021157054366987,-2.002113230853375,-2.0021153594677115,-2.002115215491304,-2.002158278235341,-2.002098677073004,-2.00211613824295,-2.0021026585475274,-2.002115661591626,-2.002111253576392,-2.0021138270400916,-2.002094521492346,-2.0021149425177365,-2.002115526578898
r6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.365948692071708,-17.365947771478446,-17.365932684759695,-17.36594857720648,-17.365949280098718,-17.36595520698736,-17.36603844840133,-17.365876177219533,-17.36588269759083,-17.365952407580266,-17.36596550225605,-17.365952806589362,-17.365936247822408,-17.365950980196082,-17.365948568071442
r7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.685414486052337,-0.685409285749117,-0.685415313949708,-0.685414849626388,-0.6854704901432169,-0.6854105808273069,-0.6854116244952031,-0.6854288349204584,-0.6854151826630963,-0.685413879463416,-0.6854159452493096,-0.6854098060704141,-0.6854150876560254,-0.6854153136824042
