,k3,thk,ksnf1,ksnf1std1,nsnf1,nsnf2,dmth1,nmth1snf3,nmth1rgt2,thsnf3,dmth1rgt2,thmth1,kmth1mig1,nmth1mig1,kmth1mig2,nmth1mig2,thstd1,istd1,nstd1,nstd3,thrgt2,imig1,kmig1snf1,theta2,dmig2,kmig2std1,nmig2std1,kmig2mth1,nmig2mth1,dhxt4,dhxt4max,kdhxt4,ndhxt4,shxt4,khxt4mth1,nhxt4mth1,khxt4std1,nhxt4std1,khxt4mig1,khxt4mig2,nhxt4mig1,nhxt4mig2,estd1max3,ell,thmig2,smig2,kdmig2,mdmig2,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21
dmth1rgt2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.98228417685823,322.97875739408465,322.9818548826461,322.9796463258972,322.9790337770752,322.9749754241658,322.97568550905083,322.97384708554796,322.9782897618863,322.9791719275556,322.9702171672757,322.98170841727796,322.9790035077817,322.9746101435011,322.97816822906526,322.9783631256456,322.97827575111006,322.97803883367607,322.9846948875179,322.9780735432569,322.97900351010117,322.97900351010117,322.9801250150719,322.9782128555307,322.9841587725939,322.9767329644814,322.98056737336725,322.9782768020384,322.9792156906898,322.9779717771979,322.97628124443315,322.97819974328644,322.9739987118731,322.9685545282721,322.9733806095247,322.976971716204,322.97403059147064,322.9788310113476,322.9790081266098,322.9790337265503,322.97900351227617,322.9790012649335,322.9788791977105,322.97901274215394,322.979034826704,322.97900521782384,322.97901059131294,322.9790099892911,322.97923319801174,322.97916556824435,322.97992656114906,322.98056008503534,322.97896345757454,322.9788740748872,322.9791626080869,322.9800761736714,322.9790026426639,322.9790079634054
thmth1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.1637495040478,742.1629887865291,742.1641028501901,742.1647151472223,742.1576710458359,742.1708557176021,742.1675383034074,742.1627244992637,742.1628374066992,742.1586553996963,742.1572183008416,742.161266556928,742.1671105088584,742.1732132994724,742.1614528937288,742.170901543921,742.1644194634863,742.1628851923746,742.1676144851153,742.161266576983,742.161266576983,742.1614431672003,742.1789467261661,742.161891099976,742.1603639802834,742.1647920662598,742.1689986578857,742.165359363549,742.163472473905,742.1639099823823,742.161508650825,742.1872368120089,742.1669511256865,742.1664476619138,742.165562055766,742.1643304462424,742.1615068790304,742.1612877185149,742.1613471920928,742.1612665636395,742.1612281680855,742.1613688773309,742.1612560661333,742.1612609605801,742.1617878208849,742.1613313849296,742.1613210683046,742.1664674747432,742.1655569590505,742.1608097132117,742.1627154421968,742.1611897078395,742.1617896330004,742.1612563156494,742.1599438182716,742.1612284517591,742.1612645790103
kmth1mig1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-272.7608291524499,-272.7577135391291,-272.75636225830846,-272.751093436048,-272.75127142706316,-272.76191961781313,-272.7511238337587,-272.75628686700213,-272.7688509537416,-272.7589412497811,-272.75712663524473,-272.75881100084973,-272.74697651566646,-272.75679588406206,-272.7578376662606,-272.75933095988745,-272.7566275268949,-272.76304181509727,-272.75712664844383,-272.75712664844383,-272.7591105819798,-272.76617641831007,-272.7647703290658,-272.75785299892027,-272.7602282178056,-272.7454227280941,-272.7614871572817,-272.7550795393931,-272.7570755811305,-272.7513640097072,-272.75740300324804,-272.76544044939624,-272.75902784952007,-272.7577921805073,-272.75246698380215,-272.7576601205242,-272.7571147792369,-272.75715326308836,-272.757126639618,-272.7570815997664,-272.75714282213744,-272.7571738639552,-272.7571111662894,-272.7562670993616,-272.75712252129614,-272.75712663937463,-272.76464860309426,-272.75038554601065,-272.75629002122804,-272.75612849137934,-272.75713622810923,-272.75759614354115,-272.75705429020337,-272.7566679502323,-272.75720360880257,-272.7571366761501
nmth1mig1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1571.464289049758,1571.4657037260126,1571.4633757407912,1571.4589434042591,1571.474282675944,1571.4616734470173,1571.4661947203244,1571.4499292345456,1571.4602649943538,1571.4649719102895,1571.4672664572583,1571.464578864385,1571.4649137669749,1571.4677937093302,1571.4641167094746,1571.4623463914636,1571.47047957075,1571.464971908175,1571.464971908175,1571.4652618823545,1571.4663160941818,1571.4638371513404,1571.4637953915897,1571.461789604741,1571.476314909513,1571.4653444140786,1571.4708831813148,1571.463849654497,1571.4653223945052,1571.460020692124,1571.469837541548,1571.464777418996,1571.4644569269658,1571.4673945881307,1571.4640082955473,1571.4649738588207,1571.4649843503587,1571.464971903699,1571.4648818513745,1571.4650530855795,1571.4648930248752,1571.4649546761484,1571.4652592123725,1571.4649887272676,1571.4650592345006,1571.4636827571203,1571.4747103159602,1571.4659761167293,1571.4672606099216,1571.464980117185,1571.464201269247,1571.4650845026524,1571.4654106207297,1571.4649428923315,1571.4649694845511
kmth1mig2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-308.566039066865,-308.56746238908914,-308.5608940260506,-308.57195132308135,-308.57030928347893,-308.564837254907,-308.5701673808,-308.565928946665,-308.5650433182138,-308.56592299898546,-308.5650625569625,-308.5647243710941,-308.5632983691889,-308.56754124800403,-308.5672795434946,-308.56549745894824,-308.5650433170028,-308.5650433170028,-308.5679666440192,-308.56972544828477,-308.56795966266765,-308.56571245950664,-308.56790237488633,-308.5681371093931,-308.56649099896146,-308.5675133787096,-308.56503185742577,-308.56896589375975,-308.56803002170403,-308.57514350644703,-308.568559845755,-308.5660090163373,-308.5647766548829,-308.56473192454456,-308.56503748450615,-308.56502016813823,-308.5650432837907,-308.565082974034,-308.565237874044,-308.56504117581227,-308.56504676967853,-308.5650157542916,-308.5650456156372,-308.56499959000234,-308.5658261015726,-308.56556946710856,-308.5655776770145,-308.5647294741434,-308.56502819891915,-308.5655349914127,-308.56499668184324,-308.5650608294366,-308.56503636642367,-308.56504692668614
nmth1mig2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.27151171203334,36.27073475321544,36.266271346170335,36.272943033992824,36.26942330723634,36.271308623034976,36.26942163851379,36.26966248068655,36.27041950659044,36.26789550014126,36.269846075140336,36.273273585692245,36.26803689100171,36.26603549091357,36.26930152875722,36.269662484114484,36.269662484114484,36.26796747688752,36.27161666495181,36.269687846431644,36.271139852126566,36.26909223284891,36.27034126652584,36.26918848273146,36.27481972492057,36.27239309259806,36.26365858244961,36.27153568700163,36.27480182454746,36.26905610529406,36.269224510311844,36.27045948442243,36.27041009816913,36.26965973818649,36.26967151000345,36.26966246855406,36.269655013634214,36.26941592446108,36.26967676079964,36.26965028009324,36.26976563982852,36.269680299718885,36.269677193670574,36.26935220236857,36.271053606936604,36.269709132526074,36.269476585795076,36.26963091246747,36.26933067168019,36.26980512025949,36.270256848687936,36.269608529984474,36.269662117805005
thstd1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.3648899447835,584.3503275836811,584.3671918699456,584.3558677165473,584.3556456695525,584.3545589936377,584.3560743919675,584.3560371093959,584.3621637453484,584.3559875881348,584.3658986363675,584.3476130792001,584.3549027736868,584.3618989287279,584.356074389853,584.356074389853,584.3555759625766,584.3830603485081,584.3652204122129,584.3610966136782,584.3591164434978,584.3737644899084,584.3528447565952,584.379288169327,584.3648811090634,584.3562765611067,584.3542452071655,584.351416639454,584.3555506605353,584.353724208816,584.3629354784567,584.3580234090142,584.3561027220092,584.3560190049523,584.356074394245,584.3560162147753,584.3569896242445,584.3561693440784,584.3560890927553,584.3564312813803,584.3561223657309,584.3561793529941,584.3443925986752,584.3655788756694,584.355545649768,584.3580446501448,584.3561579701726,584.3556797340012,584.3559518707598,584.3556068786887,584.3560894488669,584.3560878549924
istd1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.30525889514269,192.30751263439748,192.29993411894858,192.30318193998667,192.29306449292864,192.2994993124297,192.2993734323227,192.30843631040716,192.2995803559679,192.31527731055567,192.30118192421855,192.30869828686718,192.29948021499155,192.29949930144758,192.29949930144758,192.2982217439313,192.32098820357263,192.29540697557945,192.30131810162464,192.2973590554733,192.30939789182423,192.2987993269116,192.30552727840768,192.30049599514987,192.28587113779457,192.30368737211603,192.3093862329606,192.30183952338166,192.29648492044387,192.3032501197373,192.30147438288066,192.2995272611587,192.29954724228108,192.2994993036226,192.29953073150168,192.3002383516897,192.2995018594215,192.29951050270324,192.29993649252782,192.29955617720566,192.29957235848008,192.30605180932685,192.30738252596504,192.2986679033666,192.30335414043842,192.29950978281468,192.29898124109377,192.29975228989784,192.2991998072492,192.29938114602817,192.299486580167
nstd1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1892.0373334001013,1892.0447795027662,1892.0309136015626,1892.0413945162081,1892.0440593513945,1892.046554217161,1892.044039417637,1892.0434412427905,1892.0490432071986,1892.050566564995,1892.044007190377,1892.0589928616323,1892.044059380317,1892.044059380317,1892.0478628406988,1892.0493635739967,1892.0385148986306,1892.0422218195708,1892.0442465843312,1892.0238520430396,1892.0399763417843,1892.0338805149668,1892.0435212975183,1892.0188068160705,1892.0393576402416,1892.0319097920262,1892.044762529782,1892.0484945702572,1892.0495486991156,1892.0429656602887,1892.0440594654137,1892.0440462346533,1892.0440593780584,1892.0441041529864,1892.04414687044,1892.0440700234485,1892.0439863713489,1892.044191378338,1892.0440461278138,1892.0440718064317,1892.0474910863397,1892.045419654508,1892.0446849321736,1892.0435378471138,1892.0440458201476,1892.0440690122414,1892.0440589610605,1892.0432384644375,1892.0440135723097,1892.0440632760626
nstd3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3707.2399671394883,3707.246726019187,3707.2321105323995,3707.2377194144333,3707.2415380168122,3707.254197663536,3707.237664260654,3707.24695518932,3707.2368486629375,3707.248516801343,3707.2469248359444,3707.237719401234,3707.237719401234,3707.2384191257142,3707.2596002527907,3707.2549841172054,3707.245113865975,3707.2458020292565,3707.261582349024,3707.2323049455217,3707.26547525539,3707.2445494359117,3707.240404261037,3707.272995299414,3707.204173889413,3707.24336115278,3707.240492028402,3707.2333706791114,3707.2390645941828,3707.23772785858,3707.2378842398693,3707.237719421145,3707.237723554137,3707.237582013369,3707.237658091567,3707.237752810622,3707.2382039083286,3707.237763132793,3707.237797175901,3707.234222407086,3707.254033858232,3707.2377115718277,3707.241007545434,3707.23771519985,3707.2382251141794,3707.2380054519244,3707.237734151836,3707.2376108939097,3707.2376959688386
thrgt2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.573927913020889,-7.572806980837235,-7.5739499807817525,-7.572934646639087,-7.572435453951252,-7.573732303190312,-7.573289850540717,-7.572281983019451,-7.573107114703247,-7.572702260269829,-7.573949985113084,-7.573949985113084,-7.572671310632576,-7.573204617265869,-7.571922876937529,-7.573338929363907,-7.573083688881283,-7.5717737050481055,-7.572712362982353,-7.572468313852323,-7.572745447232201,-7.573420764051108,-7.573494902571068,-7.572900083588592,-7.573742551984261,-7.572219041851352,-7.5737134799416035,-7.574129408458892,-7.573949508728028,-7.573957810136633,-7.573949994022705,-7.573957984332024,-7.573937772080066,-7.57394877503472,-7.573935102639222,-7.573942390323156,-7.57396172012551,-7.573941651458104,-7.574613264767164,-7.5733216293433525,-7.573703736190571,-7.573829640654725,-7.573940378326396,-7.574092404907348,-7.573953276407294,-7.57395649157984,-7.573959655993847,-7.5739544715937015
imig1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3276.244910125862,-3276.2464076822193,-3276.245355613485,-3276.2419403161825,-3276.2462744875347,-3276.231527494549,-3276.2452781044767,-3276.2360778333104,-3276.236488240701,-3276.2464076632727,-3276.2464076632727,-3276.2383142534204,-3276.2336214050533,-3276.226304167114,-3276.2337565352,-3276.242517765531,-3276.2202184415783,-3276.242153359791,-3276.2175974454594,-3276.2409613687328,-3276.221425250816,-3276.230959199211,-3276.244773618581,-3276.244104181471,-3276.2485508846876,-3276.2430763741772,-3276.2459191788307,-3276.2463870050324,-3276.2464293485655,-3276.246407656664,-3276.2463603910114,-3276.246650389848,-3276.246426382319,-3276.2464150111005,-3276.2459771252106,-3276.2463741218494,-3276.246288311124,-3276.246407895766,-3276.230106954589,-3276.248032333413,-3276.243293968472,-3276.2464034159234,-3276.2458061787943,-3276.2464596484056,-3276.240414369194,-3276.2463800120763,-3276.2464180190855
kmig1snf1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.8911083114972,775.8943295544591,775.8964625053003,775.8911637483434,775.895947341678,775.8890179183992,775.8991730151208,775.8918170566476,775.8911083104914,775.8911083104914,775.8958789613753,775.8971229482639,775.893280702087,775.892055675072,775.8901882880647,775.9025362059772,775.8931732434801,775.9061943623494,775.8904435909013,775.8982741939485,775.8956672852406,775.883691521899,775.8906577211395,775.8926351318061,775.8908848507074,775.8903005693586,775.8911184626833,775.8911778243059,775.8911082904971,775.8910743742573,775.8911253852598,775.8911292568214,775.8911139394842,775.8915641293564,775.891089471315,775.8911211201353,775.8917336024489,775.9025696847311,775.8911453573634,775.891682383671,775.8911142615544,775.8906730459577,775.8910267171012,775.8942898876002,775.8910021808284,775.8911005030442
theta2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.5513576061656345,-4.551310226768737,-4.551358688535386,-4.551358813430938,-4.551357127840777,-4.551363525982737,-4.551361542704587,-4.551356817544611,-4.551356817544611,-4.5513598632422,-4.551369177659507,-4.551359847496452,-4.551362559286851,-4.55136098589246,-4.5513534793868375,-4.5513604731803525,-4.55132106365113,-4.551357219670896,-4.551329406060476,-4.551369155505917,-4.55133210594008,-4.551346541865821,-4.551368776513062,-4.551364125191423,-4.551356640446268,-4.551356836644218,-4.55135686002265,-4.551356806501826,-4.551356831368612,-4.551356131457998,-4.551356986398966,-4.5513564836976945,-4.5513568268370275,-4.551356966861886,-4.551356836187079,-4.551356619952606,-4.551358154060704,-4.5513568067657415,-4.5513583091077585,-4.5513567956704675,-4.551356752797574,-4.551356504104742,-4.551357628708855,-4.551358573972313,-4.551356763745154
