,k3,thk,ksnf1,ksnf1std1,nsnf1,nsnf2,dmth1,nmth1snf3,nmth1rgt2,thsnf3,dmth1rgt2,thmth1,kmth1mig1,nmth1mig1,kmth1mig2,nmth1mig2,thstd1,istd1,nstd1,nstd3,thrgt2,imig1,kmig1snf1,theta2,dmig2,kmig2std1,nmig2std1,kmig2mth1,nmig2mth1,dhxt4,dhxt4max,kdhxt4,ndhxt4,shxt4,khxt4mth1,nhxt4mth1,khxt4std1,nhxt4std1,khxt4mig1,khxt4mig2,nhxt4mig1,nhxt4mig2,estd1max3,ell,thmig2,smig2,kdmig2,mdmig2,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21
k3,0.0,-2.453166622415768e-5,0.017413573834045855,-2.523159643492666e-5,0.01723672972002255,-0.00013845290067199104,-1.9251999338579864e-5,-2.4775354722595944e-5,-2.4271466679886408e-5,-2.4238995254137517e-5,0.017238090544897052,-2.459160455984572e-5,0.017648379492679136,-2.4639051569739638e-5,-2.5904908602468913e-5,-2.518997155716372e-5,0.017238086064602122,0.01723749991830435,-0.0003511425206833537,-2.500978135767712e-5,0.01723784297757407,0.017238491220749413,-2.4632648301396007e-5,-2.452070023915938e-5,-2.406997208550882e-5,-2.5497270777514238e-5,-2.429368734332338e-5,-2.6270530969934796e-5,-2.4660541385716267e-5,0.01723950434957777,-2.3078661769494528e-5,-2.4520693631101594e-5,-2.4520693631101594e-5,-2.17700312839102e-5,-2.3883614528432134e-5,-2.5388578330340816e-5,0.01723794927171249,0.01723900462780816,-2.4474588275411717e-5,-2.5986300409289694e-5,-2.4481926517765177e-5,-2.35869257020669e-5,0.017237361644077364,-2.638874291529951e-5,0.017360526669546843,0.017237309178369322,-2.5269873642784745e-5,-2.7315579270841325e-5,-2.45200074112025e-5,-2.4515837623171377e-5,-2.4518304265572042e-5,-2.452069364551583e-5,-2.452411793932641e-5,-2.4478500007370087e-5,-2.4494662057022672e-5,-2.451184573028249e-5,-2.455970581178428e-5,-2.450237938442677e-5,-2.4581962291563776e-5,0.01723797903948661,-2.4443282686783093e-5,-2.4744729029888767e-5,-2.4506460786678205e-5,-2.4521963583441392e-5,-2.4436446124066235e-5,-2.4609669313252375e-5,-2.452785502935581e-5,-2.4467400419024155e-5,-2.4210944245677006e-5
thk,0.0,0.0,-0.019505457870609914,-0.019506652135375623,-0.01950437640993429,-0.01928876570473527,-0.019501635441115193,-0.01950330377053473,-0.01950458841465032,-0.019505213722392622,-0.019505752342269905,-0.01950526473521342,-0.0018332404277468157,-0.019505296559984887,-0.01950636591178887,-0.019505465466509476,-0.019506671124868716,-0.019505845195784546,-0.019506134594377438,-0.019504397321022854,-0.01950517993690785,-0.019505220382879225,-0.0195049513743409,-0.019505060055045848,-0.01950356298742346,-0.01950532947563118,-0.019504917417861586,-0.019506386653398305,-0.01950467866400024,-0.019504813002170485,-0.019503826564439553,-0.019505060057873846,-0.019505060057873846,-0.019506092316623706,-0.019501661388595055,-0.019505659769804725,-0.019504979852609967,-0.019505880488243758,-0.019504909366033985,-0.019505566364584594,-0.01950508522034932,-0.0195038779507285,-0.019506386399857988,-0.01950627666982866,-0.05462276897432562,-0.019507766861752145,-0.019506534810719442,-0.01950755145991034,-0.019505038076800815,-0.019505062727029034,-0.019505050912250334,-0.019505060057862116,-0.019505069301865637,-0.01950503101080615,-0.019505015962104553,-0.019505072435123956,-0.01950505166908961,-0.01950505749667397,-0.019504998637727054,-0.019505468567271634,-0.019505086436749718,-0.019505107667924505,-0.01950507199273505,-0.01950506128500422,-0.019505018334674686,-0.019505124325033634,-0.019505067001982353,-0.019505046940396845,-0.01950469173125448
ksnf1,0.0,0.0,0.0,0.006292541895850316,0.04083861976513729,0.05812951723920648,0.02357863574269828,0.023573673211472777,0.02357409328127893,0.02357409990599547,0.04083936517628217,0.02357373703383707,0.023574737686948052,0.02357451948634999,0.023572459680288312,0.02357367339893375,0.058106424868691685,0.040825629478418946,0.04083801587805985,0.023573754275653912,0.04083814478400112,0.04083701020945392,0.023573974451172968,0.0235740572795302,0.006076791204242871,0.040959400223808486,0.023574087928588342,0.023576643731152525,0.023574518505644383,0.04083795831388466,0.02357647472871137,0.02357405727356577,0.02357405727356577,0.023570740353443115,0.023587415758824032,0.04095900209055505,0.04083721786585295,0.04083776773829824,0.023573863774262988,0.023578570959339233,0.02357594960834345,0.02357459761999631,0.04083626261436709,0.0062917367366036705,-0.029032182066682056,0.0408360341545304,0.023568902836002686,0.023572953670171228,0.023574101389256485,0.023574049364433417,0.023574113000536606,0.023574057273542202,0.0235740687933355,0.023574042766034815,0.023574043176662837,0.023574051456625042,0.02357396146329599,0.023574043347058524,0.023574135651844186,0.04083753912582239,0.023574059862743336,0.02357395815046221,0.02357424834900226,0.023574053126690662,0.023574262635254223,0.023574213859247194,0.023574021004292185,0.023574106300449895,0.02357399122034462
ksnf1std1,0.0,0.0,0.0,0.0,-0.008062668490621693,-0.00804765365638112,-0.00806022786431315,-0.008062982598811766,-0.008063505240445492,-0.008063583695423999,-0.008062806381317462,-0.008063073413992468,-0.008062426132856654,-0.008063471463618492,-0.008064838544349877,-0.008063639630619925,-0.008063803920705803,-0.008063105721216704,-0.008063071758852673,-0.008063524992636842,-0.008063205428354866,-0.008063768921596487,-0.008063435285335282,-0.008063471509131215,-0.008063685052327524,0.009201335414952341,-0.008063509819633071,-0.008063320885920535,-0.008063718008339675,-0.008063430583002816,-0.008063500735552396,-0.008063471513926735,-0.008063471513926735,-0.008063673642705917,-0.008058794590427933,-0.008061607165693414,-0.008064059111169898,-0.008063572957407162,-0.008062926321502593,-0.008065115171119392,-0.008063574185311279,-0.008063554476971801,-0.008064035421440399,-0.008062754514918663,-0.025576537109078628,-0.008065960384015027,-0.00806580319407659,-0.00806445596317802,-0.008063461954553913,-0.008063474857522663,-0.00806344555548636,-0.00806347151392663,-0.0080634013487415,-0.008063400254736402,-0.008063468770395982,-0.008063458484793874,-0.008063598370117886,-0.008063491258637588,-0.008063510161895446,-0.008063499435018683,-0.008063447961136528,-0.008063525955722486,-0.008063436998114976,-0.008063471846057236,-0.008063447223599368,-0.008063337139772562,-0.008063495960080042,-0.008063456641079346,-0.0080630298975038
nsnf1,0.0,0.0,0.0,0.0,0.0,0.08352018048514906,0.04896779531353905,0.04896518190164675,0.04896476342352094,0.04896488850295717,0.04896523943734741,0.04896528304596965,0.048965156141151635,0.04896535154650628,0.048963841575771744,0.0489650279871996,0.04896306264848481,0.04896499705260284,0.0489647951827201,0.04896485731494229,0.04896456041434354,0.0314609658799389,0.048965080199195765,0.048964906856076594,0.031460015002922524,0.048965015341750566,0.048964790931174625,0.04896627470858832,0.04896515068209328,0.048964005474041866,0.04896552756056697,0.04896490685535153,0.04896490685535153,0.04896365059878973,0.06635749791629808,0.03146377698990655,0.04896460599023579,0.048964928450854116,0.048965359514612096,0.04896520936475021,0.048965776006488826,0.04896538431770996,0.04896447558520071,0.04896498857383206,-0.0034344194748081583,0.048962091052960344,0.0489649441083216,0.048964212834850994,0.048964968136154835,0.04896490274113246,0.04896493678571817,0.0489649068553367,0.04896492036544158,0.04896491103162656,0.048964905307745374,0.048964908836285355,0.04896482119969984,0.048964899266019726,0.04896494437621296,0.04896465866619171,0.04896490902384672,0.04896485099569032,0.04896491335933014,0.04896491457116955,0.048964911435841016,0.04896480699829461,0.048964919709545446,0.04896494200922001,0.031462166429566105
nsnf2,0.0,0.0,0.0,0.0,0.0,0.0,-0.0286929211956413,-0.028700712572938013,-0.02870176028700813,-0.02870191982652689,-0.045969733063292446,-0.028701889392224685,-0.011030429437987044,-0.028701898489178104,-0.028703659837777402,-0.02870364508405749,-0.028706480729560963,-0.011422157646371845,-0.028703007391384112,-0.04597029238617071,-0.045970033866047595,-0.028702880079636412,-0.02870223144111053,-0.02870182254919575,-0.028700041201407157,-0.028702739157024367,-0.028701571243195143,-0.028705794307559533,-0.02870231632805343,-0.028703282296242784,-0.028700455344507485,-0.028701822561058344,-0.028701822561058344,-0.02870376041102397,-0.028689609923724775,-0.02870274149687429,-0.028703191542305686,-0.02870342147680787,-0.02870140109528785,-0.028704175767631266,-0.02870181042480748,-0.02869976737433405,-0.0287031649149404,0.04038419699777887,-0.08109356365508927,-0.02870425415924305,-0.028702876903659618,-0.011230904410025904,-0.02870177565265583,-0.02870183138333959,-0.028701733993409133,-0.028701822561038662,-0.028701808702901264,-0.02870177241845108,-0.028701619653066564,-0.02870180856191685,-0.028701983869119103,-0.02870179674377553,-0.028701780960753286,-0.028702622717241093,-0.011057247724596818,-0.028702200955818272,-0.02870175741686765,-0.028701825411283036,-0.028701547069307106,-0.028701915461358772,-0.028701843524310332,-0.02870183382049918,-0.0287006099660829
dmth1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7905666337672685e-5,3.8783243382101756e-5,3.993139435587138e-5,4.171471361597863e-5,3.942704184621594e-5,3.903835928870154e-5,3.719360712133614e-5,3.617953135013865e-5,3.703473636525906e-5,4.0372456359220066e-5,3.8824561812275466e-5,4.33405099673633e-5,3.605636814266501e-5,4.0529813323839095e-5,3.861836121726545e-5,3.940650926291473e-5,3.953613901056755e-5,3.522584637849935e-5,3.828376213989453e-5,3.965370237965145e-5,3.867683932458228e-5,3.7526759108053055e-5,3.919300485876271e-5,3.890389773294111e-5,3.953613900739408e-5,3.953613900739408e-5,3.9187248408983165e-5,3.751737915797852e-5,4.152486829989669e-5,4.02082704762659e-5,4.155438639218086e-5,4.02897067516536e-5,3.9500496831611176e-5,3.976884831381738e-5,4.030954265103286e-5,3.9724972559626686e-5,3.515147719006478e-5,2.9628210716866944e-5,3.923777782896598e-5,3.935219465109037e-5,3.9606411138504724e-5,3.95172999627166e-5,3.953545447546978e-5,3.951893990268441e-5,3.953613900690684e-5,3.954986455335212e-5,3.95061934733429e-5,3.957991947260213e-5,3.953903317519328e-5,3.9511171769534606e-5,3.953114733129344e-5,3.94682578000901e-5,4.114749883772455e-5,3.9572874286155245e-5,3.9524943350498286e-5,3.955253465566278e-5,3.9534161212676e-5,3.956986559564229e-5,3.9671219313920255e-5,3.954361992782313e-5,3.957041224751591e-5,3.8006743349893204e-5
nmth1snf3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022398569339853562,-0.02239866348705941,-0.022398870720689676,-0.022398294349527136,-0.022398250242171205,-0.02239845776177517,-0.02239838424994197,-0.02239892842177059,-0.02239826198010559,-0.02239827434841705,-0.022398549861240097,-0.022398336107271138,-0.02239869026079726,-0.04010608465157473,-0.022398608306427908,-0.02239865025225434,-0.022397781010257984,-0.022399298571988805,-0.02239851656706778,-0.02239994985156522,-0.022398752749551425,-0.02239855229911477,-0.022399264230417763,-0.02239865025225496,-0.02239865025225496,-0.02239834815738785,-0.0223989160615237,-0.022398947174804222,-0.022399520257425254,-0.022399203282111174,-0.02239990175555783,-0.02239883500151226,-0.022398708378593535,-0.02239904354458025,-0.022397285451544523,-0.02239876644287377,-0.02240281580762414,-0.022400854266472068,-0.0223983554602813,-0.022401035055512473,-0.022398650261056877,-0.022398652241808592,-0.022398658797184202,-0.022398650252245265,-0.02239865982871457,-0.022398681578014206,-0.022398602312931074,-0.02239865911724911,-0.022398675955763923,-0.022398638836853245,-0.02239864250477741,-0.02239874275024079,-0.022398645054093776,-0.02239865315283866,-0.02239865458853045,-0.022398652308021485,-0.022398642980516567,-0.02239854698790902,-0.022398673122740277,-0.022398626437846982,-0.022398822160071007
nmth1rgt2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004069838821792247,0.0040695963799574,0.004069841504835501,0.004069737492063724,0.004069661687338241,0.004069631003907005,0.004069475118281159,0.004069848557411404,0.004069360773237582,0.004069660128536986,0.004069436103236743,0.004069685597693901,0.0040693665286204335,0.0040697357721776305,0.004069760598684864,0.004069614781841872,0.004069271808987214,0.004069782764673194,0.004068535494896973,0.004069734071366606,0.004069695721359992,0.004069620859959177,0.004069760598684657,0.004069760598684657,0.0040689842280325714,0.004072555534639216,0.004068632207586968,0.004069700735291755,0.004069677149027993,0.004069610253739583,0.004069671258145497,0.004069333702581563,0.00406992784063281,0.004070513452644811,0.0040690064577962965,-0.013648011239481193,0.00406823908174044,0.004070300055714614,0.004066929731042185,0.004069756131280402,0.004069759137886018,0.004069757374145198,0.004069760598698148,0.004069775279086267,0.004069736840720083,0.0040698105290198116,0.004069756031284407,0.0040697601759433835,0.004069771363921271,0.004069775383527041,0.004069809150049154,0.0040697773420234,0.004069865610946127,0.004069749610250109,0.0040697601881198335,0.004069809680757021,0.004069758106707253,0.004069773596072143,0.0040697618779040375,0.004069738641149013
thsnf3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040677481530360035,-0.0040676277575639784,-0.004067626930832527,-0.00406768303769903,-0.004067439797945785,-0.004067546126377971,-0.004067559913416187,-0.004067813438073257,-0.004067706191516222,-0.004067719471227542,-0.004067720630343698,-0.004067714450053495,-0.0040677106376078185,-0.004067710481392893,-0.004067589414772899,-0.00406765025786738,-0.004067701654034787,-0.0040676600401648964,-0.004067578940552297,-0.004067651568916239,-0.004067635242688064,-0.004067710481393209,-0.004067710481393209,-0.004067634901399407,-0.004067677124340701,-0.004067662251577077,-0.004067810991927505,-0.0040675411280115745,-0.004067580346447242,-0.004067712761356686,-0.004067374967331811,-0.004067691809456366,-0.004067638507511203,-0.004067576497144266,-0.004067799099182127,-0.004067543743816903,-0.004067635502322955,-0.004067576000008853,-0.0040677140252230685,-0.0040677104753385354,-0.004067712367812005,-0.004067710481387768,-0.004067706949568473,-0.004067710944769608,-0.004067709797697026,-0.00406771030824906,-0.004067718408897105,-0.004067730777547878,-0.004067698996747431,-0.004067736578598935,-0.004067698709094976,-0.004067709997662353,-0.004067706076591928,-0.004067710477982143,-0.0040677102793401955,-0.004067709181849586,-0.0040677103672521996,-0.004067700028822947,-0.004067699465272753
