k3,0.12028420725323052
thk,0.12931925908405306
ksnf1,0.14336290865818602
ksnf1std1,0.14215210490852248
nsnf1,0.17017989356598406
nsnf2,0.18430191950418207
dmth1,0.29067034286425386
nmth1snf3,0.12728628569053269
nmth1rgt2,0.20168926473450854
thsnf3,0.20079962647646254
dmth1rgt2,0.15335131508275945
thmth1,0.20877122051366692
kmth1mig1,0.21332733309092222
nmth1mig1,0.1881509533345379
kmth1mig2,0.11679996787666791
nmth1mig2,0.1166517888704981
thstd1,0.38363000591252905
istd1,0.22719513653162726
nstd1,0.1685290651994934
nstd3,0.16027125596907787
thrgt2,0.2885788703179988
imig1,0.507695569578866
kmig1snf1,0.19309427825444458
theta2,0.18095047815554766
dmig2,0.1590842505115586
kmig2std1,0.3950239364511299
nmig2std1,0.15135292821094848
kmig2mth1,0.1846544956254219
nmig2mth1,0.15703455009244305
dhxt4,0.27454356308145755
dhxt4max,0.24690402878525886
kdhxt4,0.17866356697754937
ndhxt4,0.13261977487823917
shxt4,0.4456199967869183
khxt4mth1,0.5306719472367624
nhxt4mth1,0.13266448076710968
khxt4std1,0.09883024529999163
nhxt4std1,0.11733905062790828
khxt4mig1,0.1956460550475393
khxt4mig2,0.15319254761675216
nhxt4mig1,0.11356623896100226
nhxt4mig2,0.19418251089115368
estd1max3,0.21837096029186898
ell,0.17063852147824798
thmig2,0.4941283956150102
smig2,0.1343897397235897
kdmig2,0.21321429033079164
mdmig2,0.15586954409642917
r1,0.18891988426517903
r2,0.20226830614191882
r3,0.10826667716179861
r4,0.12421418587185917
r5,0.10543297890160497
r6,0.2072999881483213
r7,0.14188382421683776
r8,0.11856669250603546
r9,0.2003984987957257
r10,0.19875720921173567
r11,0.109259308344967
r12,0.10792747641818479
r13,0.13050079500942946
r14,0.20263781475490716
r15,0.13019832847010815
r16,0.10726886121869361
r17,0.13422726066181645
r18,0.10334354733739959
r19,0.11578948340451756
r20,0.13847083698748075
r21,0.20750150142228185
